,ID_Composant,REF,DESCRIPTION,FAMILLE,S_FAMILLE,GAMME,MODELE,HSP,MARQUE,NATURE,FONCTION,TYPE_EQP,PUHT,NBU,DOS_IMG,DOS_DOC,FIC_IMG,FIC_DOC,MODULE,NBPORTS,EQP,INFOTEL _Role,INFOTEL_Famille,INFOTEL_Composante,INFOTEL_Nomenclature,ACTIF,DATE_CREATION,INFOTEL_Carte_Nomenclature,OS
259,SFP-10G-SR-S,SFP-10G-SR-S,"10GBASE-SR SFP Module, Enterprise-Class",LAN,FED,,10GBASE-SR,HARDWARE,CISCO,SFP,,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
260,SFP-H10GB-CU5M,SFP-H10GB-CU5M,10GBASE-CU SFP+ Cable 5 Meter,LAN,FED,,10GBASE-CU,HARDWARE,CISCO,SFP,10GBASE CU,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
261,SLC8048,SLC8048,SLC8048,SRV,SRV,8000,SLC8048,HARDWARE,LANTRONIX,CHASSIS,SLC8048,SRV,0,,,,,,,,1.0,,,,,True,2018-07-30 15:27:45,,
262,SPA-1X10GE-L-V2,SPA-1X10GE-L-V2,Cisco 1-Port  10GE LAN-PHY Shared Port Adapter,WAN,,ASR1004,SPA-1X10GE-L-V2,HARDWARE,CISCO,CARTE,,,0,,,,,,,,,,,,,False,,,
263,STACK-T2-50CM,STACK-T2-50CM,stack cable,,FED,,,HARDWARE,CISCO,CABLE,,FED,0,,,,,,,,,,,,,False,,,
264,SWAP1600-RCOVRY-K9,SWAP1600-RCOVRY-K9,SWAP1600-RCOVRY-K9 :,LAN,WIFI,AIR-AP,1600,SOFTWARE,CISCO,OS,1600,AP,0,,,,,,Licence,,,WAP01,Access points and bridges,LAN,INUIT-BORNE WIFI,False,,,
265,SWAP1800-RCOVRY-K9,SWAP1800-RCOVRY-K9,SWAP1800-RCOVRY-K9,LAN,WIFI,AIR-AP,1800,SOFTWARE,CISCO,OS,1800,AP,0,,,,,,,,,WAP01,Access points and bridges,LAN,INUIT-BORNE WIFI,False,,,
266,UCSB-5108-AC2,UCSB-5108-AC2,UCS,,SRV,,,HARDWARE,CISCO,CHASSIS,,,0,,,,,,,,,,,,,False,,,
267,UCSB-B200-M4-U,UCSB-B200-M4-U,UCS,,SRV,,,HARDWARE,CISCO,CHASSIS,,,0,,,,,,,,,,,,,False,,,
268,UCS-FI-M-6324-UPG,UCS-FI-M-6324-UPG,UCS,,SRV,,,HARDWARE,CISCO,CHASSIS,,,0,,,,,,,,,,,,,False,,,
269,WS-C2960S-24TS-L,WS-C2960X-24TS-L,"Catalyst 2960-S 24 GigE, 4 x 1G SFP, LAN Base",LAN,FED,2960,C2960S-24TS-L,HARDWARE,CISCO,CHASSIS,C2960S-24TS-L,FED,0,,,,,,,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,
270,WS-C2960X-24TS-L,WS-C2960X-24TS-L,"Catalyst 2960-X 24 GigE, 4 x 1G SFP, LAN Base",LAN,FED,2960,C2960X-24TS-L,HARDWARE,CISCO,CHASSIS,C2960X-24TS-L,FED,0,,,,,,,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,
271,WS-C2960XR-24TS-I,WS-C2960XR-24TS-I,"Catalyst 2960-XR 24 GigE, 4 x 1G SFP, IP Lite",LAN,FED,2960,2960XR 24TS,HARDWARE,CISCO,CHASSIS,2960XR 24TS,FED,0,1.0,1.0,,WS-C2960XR-24TS-I.PNG,,,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,Version 15.0(2a)EX5
272,WS-C2960XR-48LPS-I,WS-C2960XR-48LPS-I,"Catalyst 2960-XR 48 GigE PoE 370W, 4 x 1G SFP, IP Lite",LAN,FED,2960,XR 48LPS,HARDWARE,CISCO,CHASSIS,2960XR 48LPS,FED,0,,,,,,,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(2)E3, RELEASE SOFTWARE (fc3)"
273,WS-C2960XR-48TS-I,WS-C2960XR-48TS-I,"Catalyst 2960-XR 48 GigE, 4 x 1G SFP, IP Lite",LAN,FED,2960,2950XR 48TS,HARDWARE,CISCO,CHASSIS,2950XR 48TS,FED,0,1.0,1.0,,WS-C2960XR-48TS-I.PNG,,,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,Version 15.0(2a)EX5
274,WS-C3650-24TD-E,WS-C3650-24TD-E,Cisco Catalyst 3650 24 Port Data 2x10G Uplink IP Services,LAN,FED,3650,C3650-24TD,HARDWARE,CISCO,CHASSIS,3650,FED,9300,1.0,1.0,,WS-C3650-24TD-E.PNG,,Cisco Catalyst 3650 24 Port Data 2x10G Uplink IP Services,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,"Cisco IOS Software, IOS-XE Software, Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 03.03.05.SE RELEASE SOFTWARE (fc1)"
275,WS-C3650-24TS-E,WS-C3650-24TS-E,Cisco Catalyst 3650 24 Port Data 4x1G Uplink IP Services,LAN,FED,3650,C3650-24TS,HARDWARE,CISCO,CHASSIS,3650,FED,7800,1.0,1.0,,WS-C3650-24TS-E.PNG,,,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,"Cisco IOS Software, IOS-XE Software, Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 03.03.05.SE RELEASE SOFTWARE (fc1)"
276,WS-C3650-48TQ-E,WS-C3650-48TQ-E,ChâssisCisco3650-10G,LAN,FED,3650,C3650-48TQ,HARDWARE,CISCO,CHASSIS,3650,FED,0,1.0,1.0,,WS-C3650-48TQ-E.PNG,,,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,2020-03-09 13:47:51,TELECOM,"Cisco IOS Software [Fuji], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.9.4, RELEASE SOFTWARE (fc2)"
277,WS-C4500X-16SFP+,WS-C4500X-16SFP+,"Catalyst 4500-X 16 Port 10G IP Base, Front-to-Back, No P/S",LAN,FED,4500X,16SFP,HARDWARE,CISCO,CHASSIS,4500X 16SFP,FED,0,1.0,1.0,,WS-C4500X-16SFP+.PNG,,,,1.0,FED,ICX  Switch,ICX,INUIT-FEDERATEUR,False,,TELECOM, Version 03.08.01.E
278,WS-C4500X-32SFP+,WS-C4500X-32SFP+,"Catalyst 4500-X 32 Port 10G IP Base, Front-to-Back, No P/S",LAN,FED,4500X,32SFP,HARDWARE,CISCO,CHASSIS,4500X 32 SFP,FED,0,1.0,1.0,,WS-C4500X-32SFP+.PNG,,,,1.0,FED,ICX  Switch,ICX,INUIT-FEDERATEUR,False,,TELECOM, Version 03.08.01.E
279,X2065A-R6,X2065A-R6,Network Appliance NAS,,SRV,,,HARDWARE,NETAPP,CHASSIS,,,0,,,,,,,,,,,,,False,,,
280,X306A-R5,X306A-R5,Network Appliance NAS,,SRV,,,HARDWARE,NETAPP,CHASSIS,,,0,,,,,,,,,,,,,False,,,
281,X425A-R6,X425A-R6,Network Appliance NAS,,SRV,,,HARDWARE,NETAPP,CHASSIS,,,0,,,,,,,,,,,,,False,,,
282,X438A-R6,X438A-R6,Network Appliance NAS,,SRV,,,HARDWARE,NETAPP,CHASSIS,,,0,,,,,,,,,,,,,False,,,
283,X763-R6,X763-R6,Network Appliance NAS,,SRV,,,HARDWARE,NETAPP,CHASSIS,,,0,,,,,,,,,,,,,False,,,
284,XFP-10G-MM-SR,XFP-10G-MM-SR,10GBASE-SR XFP Module,LAN,PE,,XFP-10G-MM-SR,HARDWARE,CISCO,SFP,,PE,0,,,,,,,,,,,,,False,,,
