,ID_Composant,REF,DESCRIPTION,FAMILLE,S_FAMILLE,GAMME,MODELE,HSP,MARQUE,NATURE,FONCTION,TYPE_EQP,PUHT,NBU,DOS_IMG,DOS_DOC,FIC_IMG,FIC_DOC,MODULE,NBPORTS,EQP,INFOTEL _Role,INFOTEL_Famille,INFOTEL_Composante,INFOTEL_Nomenclature,ACTIF,DATE_CREATION,INFOTEL_Carte_Nomenclature,OS
151,8DG60349AA,11QPA4,11G Quad Port Pluggable Anyrate (4 client),WDM,PSS,1830,11QPA4,HARDWARE,ALCATEL-LUCENT,CARTE,OPTICAL TRANSPONDERS AND UPLINK,PSS,4058,1.0,1.0,,8DG60349AA.png,,11QPA4 (SDH) Card,,,NoAXE,DWDM Multiplexer,W,TELECOM,False,,,
152,8DG60351AC,8DG60351AC,# ERREUR PN de circuit imprimés ou composants inclus à l’intérieur des cartes,WDM,PSS,1830,,,ALCATEL-LUCENT,,,PSS,0,,,,,,,,,,,,,False,,,
153,8DG60423AA,8DG60423AA,# ERREUR PN de circuit imprimés ou composants inclus à l’intérieur des cartes,WDM,PSS,1830,,,ALCATEL-LUCENT,,,PSS,0,,,,,,,,,,,,,False,,,
154,8DG60423AB,8DG60423AB,# ERREUR PN de circuit imprimés ou composants inclus à l’intérieur des cartes,WDM,PSS,1830,,,ALCATEL-LUCENT,,,PSS,0,,,,,,,,,,,,,False,,,
155,8DG60475AB,8DG60475AB,# ERREUR PN de circuit imprimés ou composants inclus à l’intérieur des cartes,WDM,PSS,1830,,,ALCATEL-LUCENT,,,PSS,0,,,,,,,,,,,,,False,,,
156,8DG61200AB,8DG61200AB,# ERREUR PN de circuit imprimés ou composants inclus à l’intérieur des cartes,WDM,PSS,1830,,,ALCATEL-LUCENT,,,PSS,0,,,,,,,,,,,,,False,,,
157,8DG61483AA,8DG61483AA,,,,,,,,,,,0,,,,,,,,,,,,,False,,,
158,8DG62039AC,8DG62039AC,,,,,,,,,,,0,,,,,,,,,,,,,False,,,
159,8DG62635AA,8DG62635AA,32EC2 - HP Equipment Controller,WDM,PSS,1830,32EC2,HARDWARE,,CARTE,,PSS,0,,,,,,,,,NoAXE,DWDM Multiplexer,W,INUIT-WDM,True,2018-08-03 07:49:39,,
160,8DG63135AA,8DG63135AA,# ERREUR PN de circuit imprimés ou composants inclus à l’intérieur des cartes,WDM,PSS,1830,,,ALCATEL-LUCENT,,,PSS,0,,,,,,,,,,,,,False,,,
161,ACS-4330-FANASSY,ACS-4330-FANASSY,ACS-4330-FANASSY,,,,ACS-4330-FANASSY,HARDWARE,CISCO,MODULE,VENTILATION,PE,0,,,,,,,,,,,,,True,2018-07-30 15:33:40,,
162,ADVA OS-V-8-M,ADVA OS-V-8-M,ADVA OS-V-8-M,WOP,BES,,MODEM NIVEAU 2,HARDWARE,OBS,CHASSIS,,BES,0,,,,,,ADVA OS-V-8-M,,1.0,BES,,WOP,INUIT-MODEM,True,2021-09-17 17:27:45,,
163,AIR-AP1832I-E-K9,AIR-AP1832I-E-K9,Access Point Wifi,LAN,WIFI,AIR-CAP,AP 1832I,HARDWARE,CISCO,CHASSIS,BORNE,AP,0,,,,,,Borne 1832,,1.0,WAP01,Access points and bridges,LAN,INUIT-BORNE WIFI,False,2018-04-06 16:53:42,,8.5.151.0
164,AIR-AP-BRACKET-1,AIR-AP-BRACKET-1,AIR-AP-BRACKET-1 : 802.11n AP Low Profile Mounting Bracket (Default),LAN,WIFI,AIR-CAP,AIR-AP-BRACKET,HARWARE,CISCO,ACCESSOIRE,BORNE,AP,0,,,,,,Support,,,WAP01,Access points and bridges,LAN,INUIT-BORNE WIFI,False,,,
165,AIR-AP-T-RAIL-R,AIR-AP-T-RAIL-R,AIR-AP-T-RAIL-R : Ceiling Grid Clip for Aironet APs - Recessed Mount (Default),LAN,WIFI,AIR-CAP,AIR-AP-T-RAIL-R,HARWARE,CISCO,ACCESSOIRE,BORNE,AP,0,,,,,,Kit d'installation,,,WAP01,Access points and bridges,LAN,INUIT-BORNE WIFI,False,,,
166,AIR-CAP1602I-E-K9,AIR-CAP1602I-E-K9,"802.11a/g/n Ctrlr-based AP, Int Ant, E Reg Domain",LAN,WIFI,AIR-CAP,CAP1602I-S,HARDWARE,CISCO,CHASSIS,BORNE,AP,695,,,,,,Borne 1602,,1.0,WAP01,Access points and bridges,LAN,INUIT-BORNE WIFI,False,,,8.5.151.0
167,AIR-CT8510-1K-K9,CT8510-1K,Cisco 8500 Series Wireless Controller Supporting 1000 Aps,LAN,WIFI,8500,8500,HARDWARE,CISCO,CHASSIS,CONTROLEUR,AP,0,,,,,,,,1.0,WAP01,Access points and bridges,LAN,INUIT-BORNE WIFI,False,,,AireOS 8.5.151.0
168,AIR-CT8510-HA-K9,CT8510-HA,Cisco 8510 Series High Availability Wireless Controller,LAN,WIFI,8500,8510,HARDWARE,CISCO,CHASSIS,CONTROLEUR,AP,0,,,,,,,,1.0,WAP01,Access points and bridges,LAN,INUIT-BORNE WIFI,False,,,AireOS 8.5.151.0
169,ASMI-54L/4ETH/4W,ASMI-54L/4ETH/4W,4- port 10/100BaseT interface with integrated Ethernet switch,WOP,MOD,,ASMI-54L,HARDWARE,OBS,CHASSIS,,MDM,0,,,,,,,,1.0,MOD,Modem,WOP,INUIT-MODEM,False,,,
170,ASR1000-ESP40,ASR1000-ESP40,"Cisco ASR1000 Embedded Services Processor, 40G",WAN,RR,ASR1000,ASR1000-ESP40,HARDWARE,CISCO,CARTE,,RR,0,,,,,,,,,,,,,False,,,
171,ASR1000-RP2,ASR1000-RP2,"Cisco ASR1000 Route Processor 2, 8GB DRAM",WAN,RR,ASR1000,ASR1000-RP2,HARDWARE,CISCO,CARTE,,RR,0,,,,,,,,,,,,,False,,,
172,ASR1000-RP2-16GB,ASR1000-RP2-16GB,"Cisco ASR1000 Route Processor 2, 16GB DRAM",WAN,RR,ASR1000,ASR1000-RP2-16GB,HARDWARE,CISCO,CARTE,,RR,0,,,,,,,,,,,,,False,,,
173,ASR1000-RP2-80GB,ASR1000-HDD-32GB,"Cisco ASR1000 Route Processor 2, 80GB HDD",WAN,RR,ASR1000,ASR1000-RP2-80GB,HARDWARE,CISCO,CARTE,,RR,0,,,,,,,,,,,,,False,,,
174,ASR1000-SIP40,ASR1000-SIP40,Cisco ASR1000 SPA Interface Processor 40,WAN,RR,ASR1000,ASR1000-SIP40,HARDWARE,CISCO,CARTE,,RR,0,,,,,,,,,,,,,False,,,
175,ASR1001,ASR1001,"Cisco ASR1001 Chassis, Dual P/S",WAN,RR,ASR1001,RTR OPERE,HARDWARE,CISCO,CHASSIS,,RR,0,,,,,,,,1.0,,,,,False,,,
176,ASR1004,ASR1004,"Cisco ASR1004 Chassis, Dual P/S",WAN,RR,ASR1004,ASR1004,HARDWARE,CISCO,CHASSIS,,RR,0,,,,,,,,1.0,,,,,False,,,"Cisco IOS Software, ASR1000 Software (X86_64_LINUX_IOSD-ADVIPSERVICESK9-M), Version 15.5(3)S1a, RELEASE SOFTWARE (fc1)"
177,ASR1004-PWR-DC,ASR1004-PWR-DC,Cisco ASR1004 DC Power Supply,WAN,RR,ASR1001,ASR1001,HARDWARE,CISCO,MODULE,,RR,0,,,,,,,,,,,,,False,,,
178,C2960X-STACK,STACK 2960,Catalyst 2960-X FlexStack Plus Stacking Module,LAN,FED,2960,2960,HARDWARE,CISCO,MODULE,STACK,FED,0,,,,,,,,,,,,,False,,,
179,C3650-STACK,STACK 3650,Cisco Catalyst 3650 Stack,LAN,FED,3650,3630,HARDWARE,CISCO,MODULE,STACK,FED,0,,,,,,,,,,,,,False,,,
180,C3925E,C3925E,LIVE BOX CPE ORANGE C3925E,WOP,CPE,C3925E,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
181,C4KX-NM-8SFP+,C4KX-NM-8SFP+,Catalyst 4500X 8 Port 10G Network Module,LAN,FED,,,,CISCO,CHASSIS,,,0,,,,,,,,1.0,,,,,False,,,
182,C4KX-PWR-750AC-R,C4KX-PWR-750AC-R,Catalyst 4500X 750W AC front to back cooling power supply,LAN,FED,4500X,4500X,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,,,,,False,,,
183,C4KX-PWR-750AC-R/2,C4KX-PWR-750AC-R/2,Catalyst 4500X 750W AC front to back cooling 2nd PWR supply,LAN,FED,4500X,4500X,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,,,,,False,,,
184,C819HG-4G-G-K9,C819HG-4G-G-K9,"C819 Hardened 4G LTE for Global, 800/900/1800/2100/2600 MHz",LAN,FED,4G-LTE,C819,HARDWARE,CISCO,CHASSIS,ROUTEUR,FED,0,,,,,,,,1.0,,,,,False,,,
185,CAB-TA-EU,CAB-TA-EU,Europe AC Type A Power Cable,LAN,FED,,Type A Power Cable,HARWARE,CISCO,ACCESSOIRE,ALIMENTATION,FED,0,,,,,,Europe AC Type A Power Cable,,,,,,,False,,,
186,CGS-2520-16S-8PC,CGS-2520-16S-8PC,"Cisco CGS2520 front/rear cabling w/2GE, 16-SFP, 8-10/100 PoE",LAN,FED,2520,CGS2520-16S,HARDWARE,CISCO,CHASSIS,252016S8PC,FED,4695,1.0,1.0,,CGS-2520-16S-8PC.png,,Cisco CGS2520 front/rear cabling w/2GE  16-SFP  8-10/100 PoE,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)"
187,CGS-2520-16S-8PC1,CGS-2520-16S-8PC,"Cisco CGS2520 front/rear cabling w/2GE, 16-SFP, 8-10/100 PoE",LAN,FED,2520,CGS2520-16S,HARDWARE,CISCO,CHASSIS,252016S8PC,FED,4695,1.0,1.0,,CGS-2520-16S-8PC.png,,Cisco CGS2520 front/rear cabling w/2GE  16-SFP  8-10/100 PoE,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)"
188,ETX201A,ETX 201A,Modem RAD utilisé sr accès WOP Cu,WOP,MOD,,ETX 201A,HARDWARE,OSA,CHASSIS,,MOD,0,,,,,,,,1.0,MOD,Modem,WOP,INUIT-MODEM,False,,,
189,FG-100D-BDL,FG-100D-BDL,Fortigate 100D,FW,FG,100D,FG-100D-BDL,HARDWARE,FORTINET,CHASSIS,FIREWALL,FW,0,,,,,,,,1.0,,,,,False,,,
190,FG-1500D,FG-1500D,Fortigate 1500D,FW,FG,1500D,FG-1500D,HARDWARE,FORTINET,CHASSIS,FIREWALL,FW,0,,,,,,,,1.0,,,,,False,,,
191,FG-1500D-BDL,FG-1500D-BDL,Fortigate 1500D,FW,FG,1500D,FG-1500D-BDL,HARDWARE,FORTINET,CHASSIS,FIREWALL,FW,0,,,,,,,,1.0,,,,,False,,,
192,FG-200D,FG-500D,Fortigate 200D,FW,FG,200D,FG-200D,HARDWARE,FORTINET,CHASSIS,FIREWALL,FW,0,,,,,,,,1.0,,,,,False,,,
193,FG-500D,FG-500D,Fortigate 500D,FW,FG,500D,FG-500D,HARDWARE,FORTINET,CHASSIS,FIREWALL,FW,0,,,,,,,,1.0,,,,,False,,,
194,FG-60D-BDL,FG-60D-BDL,Fortigate 60D,FW,FG,60D,FG-60D-BDL,HARDWARE,FORTINET,CHASSIS,FIREWALL,FW,0,,,,,,,,1.0,,,,,False,,,
195,FG-TRAN-SFP+SR,FG-TRAN-SFP+SR,fortigate SFP,FW,FW,,,HARDWARE,FORTINET,SFP,,,0,,,,,,,,,,,,,False,,,
196,FG-TRAN-SX,FG-TRAN-SX,fortigate SFP,FW,FW,,,HARDWARE,FORTINET,SFP,,FW,0,,,,,,,,,,,,,False,,,
197,FRPS-100,FRPS-100,Power,FW,FG,,,HARDWARE,FORTINET,MODULE,,FW,0,,,,,,,,,,,,,False,,,
198,GLC-BX-D,GLC-BX-D,"1000BASE-BX SFP, 1490NM",LAN,FED,,1000BASE-BX,HARDWARE,CISCO,SFP,,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
199,GLC-BX-U,GLC-BX-U,"1000BASE-BX SFP, 1310NM",LAN,FED,,1000BASE-BX,HARDWARE,CISCO,SFP,,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
200,GLC-EX-SMD=,GLC-EX-SMD=,"1000BASE-EX SFP transceiver module for SMF, 1310-nm wavelength",LAN,FED,,1000BASE-EX,HARDWARE,CISCO,SFP,1000 BASE EX,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
201,GLC-FE-100FX,GLC-FE-100FX,100BASE-FX SFP  for FE port,LAN,FED,,100BASE-FX,HARDWARE,CISCO,SFP,1000 BASE FX,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
202,GLC-FE-100LX,GLC-FE-100LX,100BASE-LX SFP for FE port,LAN,FED,,100BASE-LX,HARDWARE,CISCO,SFP,1000 BASE LX,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
203,GLC-FE-T-I,GLC-FE-T-I,"100BASE-T SFP, Industrial Temp",LAN,FED,,1000BASE-T,HARDWARE,CISCO,SFP,1000 BASE T,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
204,GLC-LH-SMD,GLC-LH-SMD,"1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM",LAN,FED,,1000BASE-LX,HARDWARE,CISCO,SFP,1000 BASE LX/LH,FED,0,,,,,,1000BASE-LX/LH long-wavelength; with DOM,,,FED,LAN Switch,LAN,TELECOM,False,,,
205,GLC-LH-SMD=,GLC-LH-SMD=,,,,,,,CISCO,SFP,,,0,,,,,,,,,,,,,True,2018-04-06 17:15:29,,
206,GLC-SX-MMD,GLC-SX-MMD,"1000BASE-SX SFP transceiver module, MMF, 850nm, DOM",LAN,FED,,1000BASE-SX,HARDWARE,CISCO,SFP,1000 BASE SX,FED,0,,,,,,"1000BASE-SX SFP transceiver module, MMF, 850nm, DOM",,,FED,LAN Switch,LAN,TELECOM,False,,,
207,GLC-SX-MMD-PE,GLC-SX-MMD,"1000BASE-SX SFP transceiver module, MMF, 850nm, DOM",LAN,PE,,1000BASE-SX,HARDWARE,CISCO,SFP,1000 BASE SX,PE,0,,,,,,"1000BASE-SX SFP transceiver module, MMF, 850nm, DOM",,,PE,LAN Switch,LAN,TELECOM,False,,,
208,GLC-SX-MM-RGD,GLC-SX-MM-RGD,1000Mbps Multi-Mode Rugged SFP,LAN,FED,,1000Mbps Multi-Mode,HARDWARE,CISCO,SFP,1000 SX MM GRD,FED,550,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
209,GLC-SX-SMD,GLC-SX-SMD,"1000BASE-SX SFP transceiver module, MMF, 850nm, DOM",LAN,FED,,1000BASE-SX,HARDWARE,CISCO,SFP,,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
210,GLC-T,GLC-T,1000BASE-T SFP,LAN,FED,,1000BASE-T SFP,HARDWARE,CISCO,SFP,1000 BT,FED,395,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
211,GLC-TE,GLC-TE,1000BASE-T SFP transceiver module for Category 5 copper wire,LAN,,,,HARDWARE,CISCO,SFP,,,0,,,,,,,,,,,,,False,,,
212,GLC-T-RGD,GLC-T-RGD,"100BASE-T SFP, Industrial Temp",LAN,FED,,1000BASE-T,HARDWARE,CISCO,SFP,1000 BASE T,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
213,IE-2000U-16TC-G,IE-2000U-16TC-G,"IE 2000U 16 x 10/100,2 FE SFP,2 T/SFP GE ports with 1588",LAN,,,,,CISCO,CHASSIS,,,0,,,,,,,,1.0,,,,,False,,,
214,IE-4010-16S-12P,IE-4010-16S-12P,"Cisco CGS4010 front/rear cabling w/2GE, 16-SFP, 8-10/100 PoE",LAN,FED,IE4010,IE-4010-16S12P,HARDWARE,CISCO,CHASSIS,IE-4010-16S-12P,FED,4695,1.0,1.0,,IE4010-16S.png,,Cisco IE4010-16S front/rear cabling w/2GE  16-SFP  8-10/100 PoE,,1.0,FED,LAN Switch,LAN,INUIT-FEDERATEUR,False,,TELECOM,IOS 15.2(8)E1
215,IND-IE-PROMO,IND-IE-PROMO,# ERREUR,,,,,,CISCO,,,,0,,,,,,,,,,,,,False,,,
216,INF-AES-1200,INF-AES-1200,Atelier d'énergie secondaire 230V~> -48Vcc TCM 1600VA,INFRASTRUCTURE,ENERGIE,AES,ELTEK-RED48V,HARDWARE,ELTEK,CHASSIS,REDRESSEUR,RED,1289,,,,,,,,1.0,RED,Rectifier,AES,INUIT-REDRESSEUR DE BAIE,False,,,
217,INF-AES-2000-48V,INF-AES-2000,Atelier d'énergie secondaire 230V~> -48Vcc TCM 2000VA,INFRASTRUCTURE,ENERGIE,AES,ELTEK-RED48V,HARDWARE,ELTEK,CHASSIS,REDRESSEUR,RED,1310,,,,,,,,1.0,RED,Rectifier,AES,INUIT-REDRESSEUR DE BAIE,True,,,
218,INF-OND-1200,INF-OND-1200,Onduleur -48Vcc TCM+230V~ > 230V~ 1600VA,INFRASTRUCTURE,ENERGIE,ONDULEUR,AXILEK-OND230V,HARDWARE,AXILEC,CHASSIS,ONDULEUR,OND,1578,,,,,,ONDULEUR AXILEK 230V,,1.0,OND,Inverter,AES,INUIT-ONDULEUR,True,,,
219,INF-OND-2400,INF-OND-1200,Onduleur -48Vcc TCM+400V~ > 230V~ 1600VA,INFRASTRUCTURE,ENERGIE,ONDULEUR,AXILEK-OND400V,HARDWARE,AXILEC,CHASSIS,ONDULEUR,OND,1578,,,,,,ONDULEUR AXILEK 400V,,1.0,OND,Inverter,AES,INUIT-ONDULEUR,True,,,
220,IR809G-LTE-GA-K9,IR809G-LTE-GA-K9,C809 Hardened 4G LTE,LAN,FED,4G-LTE,IR809,HARDWARE,CISCO,CHASSIS,ROUTEUR,FED,0,,,,,,,,1.0,,,,,True,2018-04-06 17:15:29,,"Cisco IOS Software, ir800 Software (ir800-UNIVERSALK9-M), Version 15.6(3)M1b, RELEASE SOFTWARE (fc1)"
221,ISR4331/K9,ISR4331/K9,Cisco ISR4331,,RT,,ISR4331,HARDWARE,CISCO,CHASSIS,IP-SLA,PE,0,,,,,,,,1.0,,,ICX,,False,,,
222,LBB140,LBB140,LIVE BOX CPE ORANGE LBB140,WOP,CPE,LBB140,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
223,LBB150,LBB150,LIVE BOX CPE ORANGE LBB150,WOP,CPE,LBB150,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
224,LBB210,LBB210,LIVE BOX CPE ORANGE LBB240,WOP,CPE,LBB210,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
225,LBB230,LBB230,LIVE BOX CPE ORANGE LBB230,WOP,CPE,LBB230,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
226,LBB240,LBB240,LIVE BOX CPE ORANGE LBB240,WOP,CPE,LBB240,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
227,LBB250,LBB250,LIVE BOX CPE ORANGE LBB250,WOP,CPE,LBB250,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
228,LBB320,LBB320,LIVE BOX CPE ORANGE LBB240,WOP,CPE,LBB320,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
229,LBB350,LBB350,LIVE BOX CPE ORANGE LBB350,WOP,CPE,LBB350,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
230,M1000,M1000,LANTIME M1000-IMS-ACM,SYNCHRO,SYNCHRO,TCC_NTP,M1000,HARDWARE,MEINBERG,CHASSIS,HORLOGE,NTP,0,,,,,,,,1.0,NTP,Timing equipment,SYN,INUIT-SYNCHRO,False,,,
231,MC-4G-LTE-G,MC-4G-LTE-G,MC-4G-LTE-G,LAN,FED,4G-LTE,C819,HARDWARE,CISCO,MODULE,ROUTEUR,FED,0,,,,,,,,,,,,,False,,,
232,MODSATX3,MODSATX3,Modem Satellite X3,WOP,MOD,,MODEM SAT,HARDWARE,OBS,CHASSIS,,MOD,0,,,,,,,,1.0,MOD,Modem,WOP,INUIT-MODEM,False,,,
233,ONE90,ONE90,LIVE BOX CPE ORANGE ONE90,WOP,CPE,ONE90,RTR OPERE,HARDWARE,OBS,CHASSIS,CPE WOP,CPE,0,1.0,,,,,,,1.0,CPE,Router,WOP,INUIT-OPERE,False,,,
234,OSA3230B,OSA-3230B,OSA-3230B,SYNCHRO,SYNCHRO,OSA,OSA-3230B,HARDWARE,OSCILLOQUARTZ,CHASSIS,HORLOGE,CES,5435,,,,,,,,1.0,CES,Timing equipment,SYN,INUIT-SYNCHRO,False,,,
235,OSA5210,OSA5210,OSA 5210,SYNCHRO,SYNCHRO,OSA,OSA 5210,HARDWARE,OSCILLOQUARTZ,CHASSIS,HORLOGE,SSU,5435,,,,,,,,1.0,SSU,Timing equipment,SYN,INUIT-SYNCHRO,False,,,
236,OSA5548C,OSA-5548C,OSA 5548C,SYNCHRO,SYNCHRO,OSA,OSA 5548C,HARDWARE,OSCILLOQUARTZ,CHASSIS,HORLOGE,PRC,16230,,,,,,,,1.0,PRC,Timing equipment,SYN,INUIT-SYNCHRO,False,,,
237,PWR2-20W-24VDC,PWR2-20W-24VDC,C819(H)GW 24V DC power supply,LAN,FED,4G-LTE,PWR2-20W-24VDC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,,,,,False,,ALIMENTATION,
238,PWR2-20W-AC,PWR2-20W-AC,C819 20W AC power supply with WiFi,LAN,FED,4G-LTE,PWR2-20W-AC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,,,,,False,,ALIMENTATION,
239,PWR-4330-AC,PWR-4330-AC,PWR-4330-AC,LAN,FED,,PWR-4330-AC,HARDWARE,CISCO,ALIM,ALIMENTATION,PE,0,,,,,,,,,FED,LAN Switch,LAN,ALIMENTATION,True,2018-07-30 17:02:13,ALIMENTATION,
240,PWR-C2-250WAC,PWR-C2-250WAC,PWR-C2-250WAC,LAN,FED,,PWR-C2-250WAC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,FED,LAN Switch,LAN,ALIMENTATION,False,,ALIMENTATION,
241,PWR-C2-250WAC/2,PWR-C2-250WAC/2,PWR-C2-250WAC/2,LAN,FED,,,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,,,,,False,,ALIMENTATION,
242,PWR-C2-250WAC=,PWR-C2-250WAC,250W AC Config 2 Power Supply Spare,LAN,FED,,PWR-C2-250WAC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,FED,LAN Switch,LAN,ALIMENTATION,False,,ALIMENTATION,
243,PWR-C2-640WAC,PWR-C2-640WAC,PWR-C2-640WAC,LAN,FED,,,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,,,,,False,,ALIMENTATION,
244,PWR-C2-640WDC,PWR-C2-640WDC,PWR-C2-640WDC,LAN,FED,,PWR-C2-640WAC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,FED,LAN Switch,LAN,ALIMENTATION,False,,ALIMENTATION,
245,PWR-C2-640WDC/2,PWR-C2-640WDC/2,PWR-C2-640WDC/2,LAN,FED,,,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,,,,,False,,ALIMENTATION,
246,PWR-IE50W-AC,PWR-IE50W-AC,IE3000/2000 AC Power Module (updated),LAN,FED,,PWR-IE50W-AC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,FED,LAN Switch,LAN,ALIMENTATION,False,,ALIMENTATION,
247,PWR-IE65W-PC-DC,PWR-IE65W-PC-DC,POE DC Input Power Module for IE3000/2000,LAN,FED,,PWR-IE65W-PC-DC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,FED,LAN Switch,LAN,ALIMENTATION,False,,ALIMENTATION,
248,PWR-RGD-AC-DC,PWR-RGD-AC-DC,Hgh AC/DC (88-300VDC/85-264VAC) Pwr Sup for CGR2010/CGS2520,LAN,FED,,PWR-RGD-AC-DC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,FED,LAN Switch,LAN,ALIMENTATION,False,,ALIMENTATION,
249,PWR-RGD-AC-DCV02,PWR-RGD-AC-DC,Hgh AC/DC (88-300VDC/85-264VAC) Pwr Sup for CGR2010/CGS2520,LAN,FED,,,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,,,,,,,,False,,ALIMENTATION,
250,PWR-RGD-LOW-DC,PWR-RGD-LOW-DC,Low DC (24/48VDC) Power Supply for CGR2010/CGS2520,LAN,FED,2520,PWR-RGD-LOW-DC,HARDWARE,CISCO,ALIM,ALIMENTATION,FED,0,,,,,,High AC/DC (88-300VDC/85-264VAC) Pwr Sup for CGR2010/CGS2520,,,FED,LAN Switch,LAN,ALIMENTATION,False,,ALIMENTATION,
251,PWR-RGD-LOW-DC=,PWR-RGD-LOW-DC=,,,,,,,CISCO,ALIM,,,0,,,,,,,,,,,,,True,2018-04-06 17:02:13,ALIMENTATION,
252,S252ILK9-15002ED,S252ILK9-15002ED,Cisco 2520 OS,LAN,FED,2520,2520,SOFTWARE,CISCO,OS,2520,FED,728,,,,,,Cisco GS 2520 IP SERVICES WITH EXPRESS SETUP,,,,,,,False,,,
253,S3650UK9-16.9.4,S3650UK9-16.9.4,Cisco 3650-10G OS,LAN,FED,3650,3650,SOFTWARE,CISCO,OS,3650,FED,0,,,,,,CAT3650 LDPE (DTLS disabled) Universal k9 image,,,,,,,False,,,
254,S3650UK9-33SE,S3650UK9-33SE,Cisco 3650-10G OS,LAN,FED,3650,3650,SOFTWARE,CISCO,OS,3650,FED,0,,,,,,CAT3650 LDPE (DTLS disabled) Universal k9 image,,,,,,,False,,,
255,S3650ULPEK9-33SE,S3650ULPEK9-33SE,Cisco 3650-1G OS,LAN,FED,3650,3650,SOFTWARE,CISCO,OS,3650,FED,0,,,,,,,,,,,,,False,,,
256,SFP-10G-LR,SFP-10G-LR,10GBASE-LR SFP Module,LAN,FED,,3650,HARDWARE,CISCO,SFP,10GBASE LR,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,True,2018-07-04 12:25:17,,
257,SFP-10G-SR,SFP-10G-SR,10GBASE-SR SFP Module,LAN,FED,,10GBASE SR,HARDWARE,CISCO,SFP,10GBASE SR,FED,0,,,,,,,,,FED,LAN Switch,LAN,TELECOM,False,,,
258,SFP-10G-SR=,SFP-10G-SR=,,,,,,,CISCO,SFP,,,0,,,,,,,,,,,,,True,2018-04-06 17:15:29,,
