,ID_EQP,ID_Composant,CODNAT,MODELE,LG,RESERVE,INFOTEL,ORDRE,DOMAINE,TYPE,HOSTNAME,AXE_WDM,DATE_CREATION,USER,Localisation_CUR,Equipement_CUR,OS,Type2
0,MORU-PE1,3HE06791AA,MORU,7705SAR-8,1.0,,E-7705SAR-8-006233,6233.0,WPR,PE1,E-MORU-WPR-PE1-006233,,2020-01-02 17:16:55,,,CD359D65EA4F413E99DA419A6E4215AB,TiMOS-B-8.0.R7,PE1
1,MORU-PE2,3HE06791AA,MORU,7705SAR-8,21.0,,E-7705SAR-8-006234,6234.0,WPR,PE2,E-MORU-WPR-PE2-006234,,2020-01-02 17:16:55,,,029C5B02F56844C5B7C7DD523B505DC4,TiMOS-B-8.0.R7,PE2
2,MORU-FED1,CGS-2520-16S-8PC,MORU,CGS2520-16S,41.0,,E-CGS2520-16S-005352,5352.0,LAN,FED1,E-MORU-LAN-FED1-005352,,2020-01-02 17:16:55,,,EC46005D7E184C1081D15B62B15671F0,Version 15.2(3)E1,FED1
3,MORU-FED2,CGS-2520-16S-8PC,MORU,CGS2520-16S,55.0,,E-CGS2520-16S-005353,5353.0,LAN,FED2,E-MORU-LAN-FED2-005353,,2020-01-02 17:16:55,,,7FC16E2004534E82848EFC4DB921E2C9,Version 15.2(3)E1,FED2
4,LIMEU-PE1,3HE06791AA,LIMEU,7705SAR-8,1.0,,E-7705SAR-8-006281,6281.0,WPR,PE1,E-LIMEU-WPR-PE1-006281,,2022-04-05 09:59:46,,,0E479920B590403B848E816A8B3A6278,TiMOS-B-8.0.R7,PE1
5,LIMEU-PE2,3HE06791AA,LIMEU,7705SAR-8,20.0,,E-7705SAR-8-006282,6282.0,WPR,PE2,E-LIMEU-WPR-PE2-006282,,2022-04-05 09:59:46,,,9CACE20BBCB847229D755A535B91E0CA,TiMOS-B-8.0.R7,PE2
6,LIMEU-FED1,CGS-2520-16S-8PC,LIMEU,CGS2520-16S,40.0,,E-CGS2520-16S-005392,5392.0,LAN,FED1,E-LIMEU-LAN-FED1-005392,,2022-04-05 09:59:46,,,716A7823C0B6414682B18823946C04BD,Version 15.2(3)E1,FED1
7,COMPI-PE1,3HE06791AA,COMPI,7705SAR-8,1.0,,E-7705SAR-8-006239,6239.0,WPR,PE1,E-COMPI-WPR-PE1-006239,,2022-07-19 15:28:12,,,88DA1EFE19D3451187EAE216326CC7A9,TiMOS-B-8.0.R7,PE1
8,COMPI-PE2,3HE06791AA,COMPI,7705SAR-8,20.0,,E-7705SAR-8-006240,6240.0,WPR,PE2,E-COMPI-WPR-PE2-006240,,2022-07-19 15:28:12,,,19F6591407CC4DBCA91D3468A5D66EC0,TiMOS-B-8.0.R7,PE2
9,COMPI-FED1,CGS-2520-16S-8PC,COMPI,CGS2520-16S,40.0,,E-CGS2520-16S-005358,5358.0,LAN,FED1,E-COMPI-LAN-FED1-005358,,2022-07-19 15:28:12,,,3C99AADF046C4743BE3228CF71C7B46B,Version 15.2(3)E1,FED1
10,COMPI-FED2,CGS-2520-16S-8PC,COMPI,CGS2520-16S,54.0,,E-CGS2520-16S-005359,5359.0,LAN,FED2,E-COMPI-LAN-FED2-005359,,2022-07-19 15:28:12,,,6FA5DE50B24142838B7158EEFDE4BD00,Version 15.2(3)E1,FED2
11,COMPI-AP1,AIR-CAP1602I-E-K9,COMPI,CAP1602I-S,68.0,,E-CAP1602I-S-001179,1179.0,LAN,AP1,E-COMPI-LAN-WAP01-001179,,2022-07-19 15:28:12,,,B715CA95D1C743E3ABE46BADA4B3D743,,AP1
12,COMPI-PSS1,8DG60273AA,COMPI,1830PSS-16,72.0,,E-1830PSS-16-000296,296.0,W,PSS1,E-COMPI-W-009-000296,9.0,2022-07-19 15:28:12,,,E467BB4A317F4EA7AAED1E7A95BCF0BA,v9.0.2,PSS1
13,COMPI-RED1,INF-AES-1200,COMPI,ELTEK-RED48V,101.0,,E-ELTEK-RED48V-067183,67183.0,AES,RED1,E-COMPI-AES-RED1-067183,,2022-07-19 15:28:12,,,7CD617DE095C4E7FB16D64D0FB19FBA7,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
14,CANTE-PE1,3HE06791AA,CANTE,7705SAR-8,1.0,,E-7705SAR-8-006519,6519.0,WPR,PE1,E-CANTE-WPR-PE1-006519,,2022-07-19 15:46:41,,,48AE7608379848EBB2D0D5B3A16E12D2,TiMOS-B-8.0.R7,PE1
15,LOMM5-PE1,3HE09195AA,LOMM5,7750SR-A4,1.0,,E-7750SR-A4-006273,6273.0,WPR,PE1,E-LOMM5-WPR-PE1-006273,,2022-07-19 22:35:09,,,E68F0DD937F44D578C4A13FD4FDD975F,TiMOS-C-19.10.R8,PE1
16,LOMM5-PE2,3HE09195AA,LOMM5,7750SR-A4,28.0,,E-7750SR-A4-006274,6274.0,WPR,PE2,E-LOMM5-WPR-PE2-006274,,2022-07-19 22:35:09,,,91DF51CDC59842C9B69BDFE15965DFC1,TiMOS-C-19.10.R8,PE2
17,LOMM5-FED1,WS-C3650-24TD-E,LOMM5,C3650-24TD,57.0,,E-C3650-24TD-005386,5386.0,LAN,FED1,E-LOMM5-LAN-FED1-005386,,2022-07-19 22:35:09,,,44E3E0FBB16248258428EFC01E0884B9,Version 03.03.05.SE,FED1
18,MORU-AP1,AIR-CAP1602I-E-K9,MORU,CAP1602I-S,69.0,,E-CAP1602I-S-001175,1175.0,LAN,AP1,E-MORU-LAN-WAP01-001175,,2020-01-02 17:16:55,,,EF217AC00E444937989E9793A9A3A516,,AP1
19,MASSY-PE1,3HE06791AA,MASSY,7705SAR-8,1.0,,E-7705SAR-8-005501,5501.0,WPR,PE1,E-MASSY-WPR-PE1-005501,,2022-04-05 12:53:21,,,3143EDF9087349878E4B8F9C60D4D427,TiMOS-B-8.0.R7,PE1
20,MASSY-PE2,3HE06791AA,MASSY,7705SAR-8,19.0,,E-7705SAR-8-005502,5502.0,WPR,PE2,E-MASSY-WPR-PE2-005502,,2022-04-05 12:53:21,,,43219E4B3AE94D74B562D4EEEF97570A,TiMOS-B-8.0.R7,PE2
21,MASSY-FED1,CGS-2520-16S-8PC,MASSY,CGS2520-16S,38.0,,E-CGS2520-16S-004728,4728.0,LAN,FED1,E-MASSY-LAN-FED1-004728,,2022-04-05 12:53:21,,,3E9A7D0B59004DCFB7516E51B2268103,Version 15.2(3)E1,FED1
22,MASSY-FED2,CGS-2520-16S-8PC,MASSY,CGS2520-16S,51.0,,E-CGS2520-16S-004729,4729.0,LAN,FED2,E-MASSY-LAN-FED2-004729,,2022-04-05 12:53:21,,,8B89225C4F6248D6A58EC01F7756A1AA,Version 15.2(3)E1,FED2
23,MASSY-AP1,AIR-CAP1602I-E-K9,MASSY,CAP1602I-S,65.0,,E-CAP1602I-S-000357,357.0,LAN,AP1,E-MASSY-LAN-WAP01-000357,,2022-04-05 12:53:21,,,3817842C437B450E908888C7619698B3,,AP1
24,MASSY-PSS1,8DG60273AA,MASSY,1830PSS-16,69.0,,E-1830PSS-16-000022,22.0,W,PSS1,E-MASSY-W-008-000022,8.0,2022-04-05 12:53:21,,,72FD4A78DDF04B6FBA5BA296F313D6A9,v9.0.2,PSS1
25,MAYET-FED1,CGS-2520-16S-8PC,MAYET,CGS2520-16S,1.0,,E-CGS2520-16S-007200,7200.0,LAN,FED1,E-MAYET-LAN-FED1-007200,,2022-04-05 13:00:58,,,1C3A61ED52E440BBB475918105A313BE,Version 15.2(3)E1,FED1
26,HERBL-PE1,3HE06791AA,HERBL,7705SAR-8,1.0,,E-7705SAR-8-005511,5511.0,WPR,PE1,E-HERBL-WPR-PE1-005511,,2022-07-19 19:51:11,,,8AE7D88838274348A3CF10C56B40998A,TiMOS-B-8.0.R7,PE1
27,HERBL-FED1,CGS-2520-16S-8PC,HERBL,CGS2520-16S,21.0,,E-CGS2520-16S-004740,4740.0,LAN,FED1,E-HERBL-LAN-FED1-004740,,2022-07-19 19:51:11,,,0D4ACD26FAEB4A3BBA139164EC6310F1,Version 15.2(3)E1,FED1
28,HERBL-FED2,CGS-2520-16S-8PC,HERBL,CGS2520-16S,35.0,,E-CGS2520-16S-004741,4741.0,LAN,FED2,E-HERBL-LAN-FED2-004741,,2022-07-19 19:51:11,,,66B9EAB78684457EAA0D87AA03FEACE5,Version 15.2(3)E1,FED2
29,HERBL-AP1,AIR-CAP1602I-E-K9,HERBL,CAP1602I-S,49.0,,E-CAP1602I-S-000362,362.0,LAN,AP1,E-HERBL-LAN-WAP01-000362,,2022-07-19 19:51:11,,,A63C11E136F24981B08BA596E9599CF1,,AP1
30,HERBL-CPE1,LBB210,HERBL,RTR OPERE,53.0,,E-RTR OPERE-005542,5542.0,WOP,CPE1,E-HERBL-WOP-CPE1-005542,,2022-07-19 19:51:11,,,E0234F94E6E14F0F900D457B385D33D3,,CPE1
31,HERBL-RED1,INF-AES-1200,HERBL,ELTEK-RED48V,54.0,,E-ELTEK-RED48V-066823,66823.0,AES,RED1,E-HERBL-AES-RED1-066823,,2022-07-19 19:51:11,,,9A9E5DD0C2B14298B741393DABBF5B6C,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
32,GRAVE-PE1,3HE06791AA,GRAVE,7705SAR-8,1.0,,E-7705SAR-8-007353,7353.0,WPR,PE1,E-GRAVE-WPR-PE1-007353,,2022-07-19 21:08:04,,,9EEDEC0DC37442B99B9D8120669A1739,TiMOS-B-8.0.R7,PE1
33,LONG4-PE1,3HE06791AA,LONG4,7705SAR-8,1.0,,E-7705SAR-8-010034,10034.0,WPR,PE1,E-LONG4-WPR-PE1-010034,,2022-10-24 16:40:20,,,681E9DB183EC406F9DE7206A81D1AC8D,TiMOS-B-8.0.R7,PE1
34,HESIN-FED1,CGS-2520-16S-8PC,HESIN,CGS2520-16S,1.0,,E-CGS2520-16S-011725,11725.0,LAN,FED1,E-HESIN-LAN-FED1-011725,,2022-07-19 21:12:18,,,D7599C8197154E79A18D6386FD1816D7,Version 15.2(3)E1,FED1
35,LOMM5-FED2,WS-C3650-24TD-E,LOMM5,C3650-24TD,64.0,,E-C3650-24TD-005387,5387.0,LAN,FED2,E-LOMM5-LAN-FED2-005387,,2022-07-19 22:35:09,,,69CA4E6093174053BDA9B95A9AA9F700,Version 03.03.05.SE,FED2
36,NANTE-PE1,3HE06791AA,NANTE,7705SAR-8,1.0,,E-7705SAR-8-005499,5499.0,WPR,PE1,E-NANTE-WPR-PE1-005499,,2022-07-20 10:13:36,,,A703704DD7AD4B20890E8C46A6F983F8,TiMOS-B-8.0.R7,PE1
37,NOVIO-PE1,3HE06791AA,NOVIO,7705SAR-8,1.0,,E-7705SAR-8-005512,5512.0,WPR,PE1,E-NOVIO-WPR-PE1-005512,,2022-07-20 10:27:53,,,C4CF3DDA8A1B4601B65796A1D63A736A,TiMOS-B-8.0.R7,PE1
38,NOVIO-PE2,3HE06791AA,NOVIO,7705SAR-8,21.0,,E-7705SAR-8-005513,5513.0,WPR,PE2,E-NOVIO-WPR-PE2-005513,,2022-07-20 10:27:53,,,D00F26DEE19B4809AA9E3B8B5ED17A0E,TiMOS-B-8.0.R7,PE2
39,NOVIO-FED1,CGS-2520-16S-8PC,NOVIO,CGS2520-16S,40.0,,E-CGS2520-16S-004747,4747.0,LAN,FED1,E-NOVIO-LAN-FED1-004747,,2022-07-20 10:27:53,,,8D7B3729A5114267AD118A744945FA13,Version 15.2(3)E1,FED1
40,P.GEN-FED1,CGS-2520-16S-8PC,P.GEN,CGS2520-16S,1.0,,E-CGS2520-16S-004727,4727.0,LAN,FED1,E-P.GEN-LAN-FED1-004727,,2019-10-28 13:34:30,,,4B81947C62F94E6CB61B3E7DA6EF4098,Version 15.2(3)E1,FED1
41,P.GEN-AP1,AIR-CAP1602I-E-K9,P.GEN,CAP1602I-S,13.0,,E-CAP1602I-S-000355,355.0,LAN,AP1,E-P.GEN-LAN-WAP01-000355,,2019-10-28 13:34:30,,,9A8EF5327E94460D867D2E3AA609A253,,AP1
42,P.GEN-CPE1,LBB210,P.GEN,RTR OPERE,17.0,,E-RTR OPERE-005535,5535.0,WOP,CPE1,E-P.GEN-WOP-CPE1-005535,,2019-10-28 13:34:30,,,D28411DE6ABD4F0596C23FD0FA774C8C,,CPE1
43,PECQ-FED1,CGS-2520-16S-8PC,PECQ,CGS2520-16S,1.0,,E-CGS2520-16S-004752,4752.0,LAN,FED1,E-PECQ-LAN-FED1-004752,,2019-10-28 13:38:47,,,5C1B2AE2D407462DA904004DB65F0F8E,Version 15.2(3)E1,FED1
44,LONG5-PE1,3HE06791AA,LONG5,7705SAR-8,1.0,,E-7705SAR-8-009409,9409.0,WPR,PE1,E-LONG5-WPR-PE1-009409,,2022-07-07 15:43:03,,,6DDFB9A4EE6248F0B2DF880300E75E10,TiMOS-B-8.0.R7,PE1
45,LONG5-FED1,CGS-2520-16S-8PC,LONG5,CGS2520-16S,19.0,,E-CGS2520-16S-010287,10287.0,LAN,FED1,E-LONG5-LAN-FED1-010287,,2022-07-07 15:43:03,,,EC4BB08DA87A4620B3B286CAB0BF4291,Version 15.2(3)E1,FED1
46,PECQ-AP1,AIR-CAP1602I-E-K9,PECQ,CAP1602I-S,13.0,,E-CAP1602I-S-000370,370.0,LAN,AP1,E-PECQ-LAN-WAP01-000370,,2019-10-28 13:38:47,,,37A38C2672FB4BF9BEEB03CFD553081E,,AP1
47,PECQ-CPE1,LBB320,PECQ,RTR OPERE,17.0,,E-RTR OPERE-005549,5549.0,WOP,CPE1,E-PECQ-WOP-CPE1-005549,,2019-10-28 13:38:47,,,938C9B75F8D944DF878E6A36C066DFAC,,CPE1
48,RICH5-FED1,CGS-2520-16S-8PC,RICH5,CGS2520-16S,1.0,,E-CGS2520-16S-004778,4778.0,LAN,FED1,E-RICH5-LAN-FED1-004778,,2019-10-21 15:35:31,,,5015E3E412F341818BE2C504C08F5D4F,Version 15.2(3)E1,FED1
49,LONG4-FED1,CGS-2520-16S-8PC,LONG4,CGS2520-16S,20.0,,E-CGS2520-16S-011472,11472.0,LAN,FED1,E-LONG4-LAN-FED1-011472,,2022-10-24 16:40:20,,,D6369F6DDEF3435D9516F06BBA3BBA23,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)",FED1
50,LONG4-AP1,AIR-AP1832I-E-K9,LONG4,AP 1832I,33.0,,E-AP 1832I-007713,7713.0,LAN,AP1,E-LONG4-LAN-WAP01-007713,,2022-10-24 16:40:20,,,DDBB1353F59241D59D7F6AE4292D0F10,8.5.151.0,AP1
51,HARC7-PE1,3HE04991AA,HARC7,7705SAR-18,1.0,,E-7705SAR-18-005489,5489.0,WPR,PE1,E-HARC7-WPR-PE1-005489,,2022-07-19 19:47:24,,,8A8B5A964EC04FBDA50E672043710755,TiMOS-B-8.0.R7,PE1
52,HARC7-PE2,3HE04991AA,HARC7,7705SAR-18,36.0,,E-7705SAR-18-005490,5490.0,WPR,PE2,E-HARC7-WPR-PE2-005490,,2022-07-19 19:47:24,,,3E216CB1EB6C475C840A33751396D478,TiMOS-B-8.0.R7,PE2
53,MANDA-PE1,3HE06791AA,MANDA,7705SAR-8,1.0,,E-7705SAR-8-006253,6253.0,WPR,PE1,E-MANDA-WPR-PE1-006253,,2022-07-19 23:23:30,,,43F3012CC4E24B22A0E56370B7E1A97B,TiMOS-B-8.0.R7,PE1
54,MANDA-PE2,3HE06791AA,MANDA,7705SAR-8,22.0,,E-7705SAR-8-006254,6254.0,WPR,PE2,E-MANDA-WPR-PE2-006254,,2022-07-19 23:23:30,,,6DF32BE71BEB4AC3880ADB0E847042BC,TiMOS-B-8.0.R7,PE2
55,MANDA-FED1,CGS-2520-16S-8PC,MANDA,CGS2520-16S,44.0,,E-CGS2520-16S-005372,5372.0,LAN,FED1,E-MANDA-LAN-FED1-005372,,2022-07-19 23:23:30,,,9826259251444267A8E2849A81610CCF,Version 15.2(3)E1,FED1
56,MANDA-FED2,CGS-2520-16S-8PC,MANDA,CGS2520-16S,58.0,,E-CGS2520-16S-005373,5373.0,LAN,FED2,E-MANDA-LAN-FED2-005373,,2022-07-19 23:23:30,,,DADF8DA916C240FB908BBA60550AF73D,Version 15.2(3)E1,FED2
57,MANDA-AP1,AIR-CAP1602I-E-K9,MANDA,CAP1602I-S,72.0,,E-CAP1602I-S-001186,1186.0,LAN,AP1,E-MANDA-LAN-WAP01-001186,,2022-07-19 23:23:30,,,C3FACB198F894EFFA8476C5B16D2E682,,AP1
58,MANDA-CPE1,LBB210,MANDA,RTR OPERE,76.0,,E-RTR OPERE-005763,5763.0,WOP,CPE1,E-MANDA-WOP-CPE1-005763,,2022-07-19 23:23:30,,,97CCA31BD4024A479D799B95C85BEFBC,,CPE1
59,MANDA-RED1,INF-AES-1200,MANDA,ELTEK-RED48V,77.0,,E-ELTEK-RED48V-067192,67192.0,AES,RED1,E-MANDA-AES-RED1-067192,,2022-07-19 23:23:30,,,672828D6A36741ACADCBC351D7840F5D,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
60,MANDA-RED2,INF-AES-1200,MANDA,ELTEK-RED48V,78.0,,E-ELTEK-RED48V-067193,67193.0,AES,RED2,E-MANDA-AES-RED2-067193,,2022-07-19 23:23:30,,,BE7BF89FA6534872AA7755B5DD3D7497,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED2
61,MANDA-FED3,CGS-2520-16S-8PC,MANDA,CGS2520-16S,79.0,E,E-CGS2520-16S-009506,9506.0,LAN,FED3,E-MANDA-LAN-FED1E-009506,,2022-07-19 23:23:30,,,257D1215D1E5498FA004CE7C0D068C0F,Version 15.2(3)E1,FED1E
62,NANTE-PE2,3HE06791AA,NANTE,7705SAR-8,22.0,,E-7705SAR-8-005500,5500.0,WPR,PE2,E-NANTE-WPR-PE2-005500,,2022-07-20 10:13:36,,,CCAE34D8D72D4C01AC865B7526201A7E,TiMOS-B-8.0.R7,PE2
63,NANTE-FED1,CGS-2520-16S-8PC,NANTE,CGS2520-16S,41.0,,E-CGS2520-16S-004724,4724.0,LAN,FED1,E-NANTE-LAN-FED1-004724,,2022-07-20 10:13:36,,,1881B43FC575414E8F49E9C74D6B194E,Version 15.2(3)E1,FED1
64,NANTE-FED2,CGS-2520-16S-8PC,NANTE,CGS2520-16S,55.0,,E-CGS2520-16S-004725,4725.0,LAN,FED2,E-NANTE-LAN-FED2-004725,,2022-07-20 10:13:36,,,A77EF1897188448D83B2390E7A6B37ED,Version 15.2(3)E1,FED2
65,PALAT-PE1,3HE09195AA,PALAT,7750SR-A4,1.0,,E-7750SR-A4-008013,8013.0,WPR,PE1,E-PALAT-WPR-PE1-008013,,2022-07-20 14:13:47,,,85DF9E2471E24D4481C26712E3958184,TiMOS-C-19.10.R8,PE1
66,RICH5-FED2,CGS-2520-16S-8PC,RICH5,CGS2520-16S,14.0,,E-CGS2520-16S-004868,4868.0,LAN,FED2,E-RICH5-LAN-FED2-004868,,2019-10-21 15:35:31,,,65B997E96F8F4693814446A0A0420531,Version 15.2(3)E1,FED2
67,RICH5-AP1,AIR-CAP1602I-E-K9,RICH5,CAP1602I-S,27.0,,E-CAP1602I-S-000379,379.0,LAN,AP1,E-RICH5-LAN-WAP01-000379,,2019-10-21 15:35:31,,,DD048B8F62734FF6A9AB7B11C2B27491,,AP1
68,RICH5-CPE1,LBB210,RICH5,RTR OPERE,31.0,,E-RTR OPERE-005737,5737.0,WOP,CPE1,E-RICH5-WOP-CPE1-005737,,2019-10-21 15:35:31,,,6ADF0541F4894CDBBFF6A70BBDF75360,,CPE1
69,RICH5-CPE2,LBB140,RICH5,RTR OPERE,32.0,,E-RTR OPERE-005738,5738.0,WOP,CPE2,E-RICH5-WOP-CPE2-005738,,2019-10-21 15:35:31,,,D8B64BCADB414758B8AD9109816FCBBC,,CPE2
70,RICH5-MOD1,MODSATX3,RICH5,MODEM SAT,33.0,,E-MODEM SAT-000111,111.0,WOP,MOD1,E-RICH5-WOP-MOD1-000111,,2019-10-21 15:35:31,,,21084AD7A27A46878216BF0997670CE9,,MOD1
71,P.GEN-OND1,INF-OND-1200,P.GEN,AXILEK-OND230V,18.0,,E-AXILEK-OND230V-000004,4.0,AES,OND1,E-P.GEN-AES-OND1-000004,,2019-10-28 13:34:30,,,FDDFBF435E834A4DBF94090EEA0B3249,,OND1
72,PECQ-CPE2,LBB320,PECQ,RTR OPERE,18.0,,E-RTR OPERE-005550,5550.0,WOP,CPE2,E-PECQ-WOP-CPE2-005550,,2019-10-28 13:38:47,,,18FFF5EB8A73489F92644BDC2FC03D8C,,CPE2
73,PECQ-OND1,INF-OND-1200,PECQ,AXILEK-OND230V,19.0,,E-AXILEK-OND230V-000009,9.0,AES,OND1,E-PECQ-AES-OND1-000009,,2019-10-28 13:38:47,,,470BCBB55A274B9AA92220A9820D31C6,,OND1
74,ROPHE-FED1,CGS-2520-16S-8PC,ROPHE,CGS2520-16S,1.0,,E-CGS2520-16S-004726,4726.0,LAN,FED1,E-ROPHE-LAN-FED1-004726,,2019-10-28 13:44:08,,,9894F97FB62E42358D12C0442B1C0351,Version 15.2(3)E1,FED1
75,ROPHE-AP1,AIR-CAP1602I-E-K9,ROPHE,CAP1602I-S,13.0,,E-CAP1602I-S-000356,356.0,LAN,AP1,E-ROPHE-LAN-WAP01-000356,,2019-10-28 13:44:08,,,51D14E4DEFBB444F8728F9BA75DCDC9A,,AP1
76,ROPHE-CPE1,LBB210,ROPHE,RTR OPERE,17.0,,E-RTR OPERE-005534,5534.0,WOP,CPE1,E-ROPHE-WOP-CPE1-005534,,2019-10-28 13:44:08,,,BC502F05E9454FCCA115BA9346ECDF59,,CPE1
77,SAUM5-FED1,WS-C3650-24TD-E,SAUM5,C3650-24TD,1.0,,E-C3650-24TD-004787,4787.0,LAN,FED1,E-SAUM5-LAN-FED1-004787,,2019-04-25 15:35:57,,,6D648814B22B48E0AC2D1FCEEE060C8D,Version 03.03.05.SE,FED1
78,SAUM5-FED2,WS-C3650-24TD-E,SAUM5,C3650-24TD,8.0,,E-C3650-24TD-004788,4788.0,LAN,FED2,E-SAUM5-LAN-FED2-004788,,2019-04-25 15:35:57,,,D4794D52E8044404ACBE1F21B1B9848A,Version 03.03.05.SE,FED2
79,SAUM5-CPE1,LBB320,SAUM5,RTR OPERE,15.0,,E-RTR OPERE-005538,5538.0,WOP,CPE1,E-SAUM5-WOP-CPE1-005538,,2019-04-25 15:35:57,,,61B6A8F9BA304F8AAD0E8C32D202030C,,CPE1
80,SAUS5-PE1,3HE06791AA,SAUS5,7705SAR-8,1.0,,E-7705SAR-8-005518,5518.0,WPR,PE1,E-SAUS5-WPR-PE1-005518,,2022-07-20 15:26:26,,,1AFD03350B314BEDBD0BC78804E62B81,TiMOS-B-8.0.R7,PE1
81,SAUS5-PE2,3HE06791AA,SAUS5,7705SAR-8,21.0,,E-7705SAR-8-005519,5519.0,WPR,PE2,E-SAUS5-WPR-PE2-005519,,2022-07-20 15:26:26,,,FEEA03FCB53643D095B1332586EE443C,TiMOS-B-8.0.R7,PE2
82,SAUS5-FED1,CGS-2520-16S-8PC,SAUS5,CGS2520-16S,41.0,,E-CGS2520-16S-004756,4756.0,LAN,FED1,E-SAUS5-LAN-FED1-004756,,2022-07-20 15:26:26,,,AC09F02FB2B749D09384FA81F9164268,Version 15.2(3)E1,FED1
83,SAUS5-FED2,CGS-2520-16S-8PC,SAUS5,CGS2520-16S,55.0,,E-CGS2520-16S-004757,4757.0,LAN,FED2,E-SAUS5-LAN-FED2-004757,,2022-07-20 15:26:26,,,226A0C9ADEF14C8BA7B6BB661FA0614B,Version 15.2(3)E1,FED2
84,SAUM5-CPE2,LBB320,SAUM5,RTR OPERE,16.0,,E-RTR OPERE-005539,5539.0,WOP,CPE2,E-SAUM5-WOP-CPE2-005539,,2019-04-25 15:35:57,,,A7EB3EFB81D3410F8DCE35BA764E552D,,CPE2
85,SAUM5-MDM1,ASMI-54L/4ETH/4W,SAUM5,ASMI-54L,17.0,,E-ASMI-54L-001783,1783.0,LAN,MDM1,E-SAUM5-LAN-MDM01-001783,,2019-04-25 15:35:57,,,3766FAD77A764ABBADB80311366CBC33,,MDM1
86,SAUM5-MDM2,ASMI-54L/4ETH/4W,SAUM5,ASMI-54L,18.0,,E-ASMI-54L-001784,1784.0,LAN,MDM2,E-SAUM5-LAN-MDM02-001784,,2019-04-25 15:35:57,,,FD0AA1D039C84E84BF5FEA17F59D058A,,MDM2
87,ROPHE-OND1,INF-OND-1200,ROPHE,AXILEK-OND230V,18.0,,E-AXILEK-OND230V-000003,3.0,AES,OND1,E-ROPHE-AES-OND1-000003,,2019-10-28 13:44:08,,,A033F85237DA46629989EDFA2BBCA7BB,,OND1
88,SSCAL-FED1,CGS-2520-16S-8PC,SSCAL,CGS2520-16S,1.0,,E-CGS2520-16S-004866,4866.0,LAN,FED1,E-SSCAL-LAN-FED1-004866,,2020-11-10 12:43:15,,,AFDDE2378E2841A7960F2147DBE572AA,Version 15.2(3)E1,FED1
89,GRANZ-PE1,3HE06791AA,GRANZ,7705SAR-8,1.0,,E-7705SAR-8-005654,5654.0,WPR,PE1,E-GRANZ-WPR-PE1-005654,,2018-10-09 15:55:39,,,EFFF1CD818FE49D6A0ACB7C61A245B4A,TiMOS-B-8.0.R7,PE1
90,VLEJU-PE1,3HE04991AA,VLEJU,7705SAR-18,1.0,,E-7705SAR-18-005380,5380.0,WPR,PE1,E-VLEJU-WPR-PE1-005380,,2022-07-19 10:07:40,,,F268265B0D1C429484BA5539107E5C8F,TiMOS-B-8.0.R7,PE1
91,VLEJU-PE2,3HE04991AA,VLEJU,7705SAR-18,36.0,,E-7705SAR-18-005382,5382.0,WPR,PE2,E-VLEJU-WPR-PE2-005382,,2022-07-19 10:07:40,,,2EEAE6C77CFC46E694830D2EF396EB66,TiMOS-B-8.0.R7,PE2
92,BXLIE-PE1,3HE06791AA,BXLIE,7705SAR-8,1.0,,E-7705SAR-8-005661,5661.0,WPR,PE1,E-BXLIE-WPR-PE1-005661,,2022-07-19 14:33:44,,,25EBA2353D8B4594AF38D2709377BB49,TiMOS-B-8.0.R7,PE1
93,BXLIE-PE2,3HE06791AA,BXLIE,7705SAR-8,21.0,,E-7705SAR-8-005662,5662.0,WPR,PE2,E-BXLIE-WPR-PE2-005662,,2022-07-19 14:33:44,,,7BCAC660E98C45F79CA84EB47152437F,TiMOS-B-8.0.R7,PE2
94,BXLIE-FED1,CGS-2520-16S-8PC,BXLIE,CGS2520-16S,40.0,,E-CGS2520-16S-004864,4864.0,LAN,FED1,E-BXLIE-LAN-FED1-004864,,2022-07-19 14:33:44,,,6D0490F8290849149DCC53ADCD4E5BE3,Version 15.2(3)E1,FED1
95,BXLIE-FED2,CGS-2520-16S-8PC,BXLIE,CGS2520-16S,54.0,,E-CGS2520-16S-004865,4865.0,LAN,FED2,E-BXLIE-LAN-FED2-004865,,2022-07-19 14:33:44,,,B0ED9BAC6C22497CB86680D3D3AC7AAD,Version 15.2(3)E1,FED2
96,BXLIE-AP1,AIR-CAP1602I-E-K9,BXLIE,CAP1602I-S,68.0,,E-CAP1602I-S-000574,574.0,LAN,AP1,E-BXLIE-LAN-WAP01-000574,,2022-07-19 14:33:44,,,847A47F90A114E22AD6A1F644016E712,,AP1
