,ID_EQP,ID_Composant,CODNAT,MODELE,LG,RESERVE,INFOTEL,ORDRE,DOMAINE,TYPE,HOSTNAME,AXE_WDM,DATE_CREATION,USER,Localisation_CUR,Equipement_CUR,OS,Type2
7707,S.DE6-AP1,AIR-AP1832I-E-K9,S.DE6,AP 1832I,32.0,,E-AP 1832I-007399,7399.0,LAN,AP1,E-S.DE6-LAN-WAP01-007399,,2022-07-20 15:13:58,,,A520BCC8F008404C84A5C28AD6EB2B00,,AP1
7708,GESSE-OND1,INF-OND-1200,GESSE,AXILEK-OND230V,39.0,,E-AXILEK-OND230V-004697,4697.0,AES,OND1,E-GESSE-AES-OND1-004697,,2022-08-02 13:53:37,,,,,OND1
7709,SSAUB-FED2,CGS-2520-16S-8PC,SSAUB,CGS2520-16S,53.0,,E-CGS2520-16S-010779,10779.0,LAN,FED2,E-SSAUB-LAN-FED2-010779,,2022-08-02 14:20:29,,,A929A73A28994109A1E0D67F60F920C0,Version 15.2(3)E1,FED2
7710,SSAUB-AP1,AIR-AP1832I-E-K9,SSAUB,AP 1832I,67.0,,E-AP 1832I-007426,7426.0,LAN,AP1,E-SSAUB-LAN-WAP01-007426,,2022-08-02 14:20:29,,,C22D2886A5574F968C588DEBD548AF08,,AP1
7711,RANDE-FED1,CGS-2520-16S-8PC,RANDE,CGS2520-16S,21.0,,E-CGS2520-16S-011428,11428.0,LAN,FED1,E-RANDE-LAN-FED1-011428,,2022-10-20 11:27:20,,,4BD3391F90864516AB320BE87C56D1DB,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)",FED1
7712,S.DE6-RED1,INF-AES-1200,S.DE6,ELTEK-RED48V,36.0,,E-ELTEK-RED48V-068014,68014.0,AES,RED1,E-S.DE6-AES-RED1-068014,,2022-07-20 15:13:58,,,23B9C0CC5960462C8A6523650107D25A,Eltek ferme dՎnergie (220->48) Eltek Flatpack S 1U Systems 48V (Ref.constructeur : CTOS0301.xxx / OS = 2.5.2sw),RED1
7713,ESCAR-MDM2,ASMI-54L/4ETH/4W,ESCAR,ASMI-54L,20.0,,E-ASMI-54L-006953,6953.0,LAN,MDM2,E-ESCAR-LAN-MDM02-006953,,2021-06-14 10:32:55,,,990A5710F7A54F3A9D9936805A946577,,MDM2
7714,RQBIL-CPE1,LBB210,RQBIL,RTR OPERE,27.0,,E-RTR OPERE-010113,10113.0,WOP,CPE1,E-RQBIL-WOP-CPE1-010113,,2022-06-24 20:10:37,,,FF60077530FB40E6A8857C0A78DD53CE,,CPE1
7715,AMILL-PE1,3HE06791AA,AMILL,7705SAR-8,1.0,,E-7705SAR-8-008883,8883.0,WPR,PE1,E-AMILL-WPR-PE1-008883,,2021-06-11 12:28:30,,,02E21FBABEC943F78AB9475E9C835E68,TiMOS-B-8.0.R7,PE1
7716,AMILL-FED1,CGS-2520-16S-8PC,AMILL,CGS2520-16S,21.0,,E-CGS2520-16S-009349,9349.0,LAN,FED1,E-AMILL-LAN-FED1-009349,,2021-06-11 12:28:30,,,187715CCE7714083B77CABD060940BE0,Version 15.2(3)E1,FED1
7717,AMILL-AP1,AIR-AP1832I-E-K9,AMILL,AP 1832I,34.0,,E-AP 1832I-006027,6027.0,LAN,AP1,E-AMILL-LAN-WAP01-006027,,2021-06-11 12:28:30,,,CD262A37F58C44B488063306611FBBB0,,AP1
7718,BRET5-AP1,AIR-AP1832I-E-K9,BRET5,AP 1832I,32.0,,E-AP 1832I-007978,7978.0,LAN,AP1,E-BRET5-LAN-WAP01-007978,,2022-07-19 14:24:42,,,E71B8EC8096A44DBA464A0C0BFCCD929,,AP1
7719,BRET5-RED1,INF-AES-1200,BRET5,ELTEK-RED48V,37.0,,E-ELTEK-RED48V-068066,68066.0,AES,RED1,E-BRET5-AES-RED1-068066,,2022-07-19 14:24:42,,,3BAB692DA45B4AE38DECAB5BF6A14F81,Eltek ferme dՎnergie (220->48) Eltek Flatpack S 1U Systems 48V (Ref.constructeur : CTOS0301.xxx / OS = 2.5.2sw),RED1
7720,SSEST-FED2,CGS-2520-16S-8PC,SSEST,CGS2520-16S,53.0,,E-CGS2520-16S-010474,10474.0,LAN,FED2,E-SSEST-LAN-FED2-010474,,2022-08-02 14:21:41,,,F41449B525314C39A8A53DF1E00A485B,Version 15.2(3)E1,FED2
7721,SSEST-AP1,AIR-AP1832I-E-K9,SSEST,AP 1832I,67.0,,E-AP 1832I-007230,7230.0,LAN,AP1,E-SSEST-LAN-WAP01-007230,,2022-08-02 14:21:41,,,DF276DD10479464990F9E18E2AEFE47E,,AP1
7722,RIVAL-RED1,INF-AES-1200,RIVAL,ELTEK-RED48V,38.0,,E-ELTEK-RED48V-068055,68055.0,AES,RED1,E-RIVAL-AES-RED1-068055,,2022-09-21 10:31:44,,,700B3E016F0A4B7AB109901663C3EA27,Eltek ferme dՎnergie (220->48) Eltek Flatpack S 1U Systems 48V (Ref.constructeur : CTOS0301.xxx / OS = 2.5.2sw),RED1
7723,SSGCO-OND1,INF-OND-1200,SSGCO,AXILEK-OND230V,56.0,,E-AXILEK-OND230V-004820,4820.0,AES,OND1,E-SSGCO-AES-OND1-004820,,2022-09-21 10:44:04,,,,,OND1
7724,VAISE-PE2,3HE06791AA,VAISE,7705SAR-8,20.0,,E-7705SAR-8-009761,9761.0,WPR,PE2,E-VAISE-WPR-PE2-009761,,2022-04-25 16:50:25,,,F4B8096259FC446FA61B8373C4C6D1E1,TiMOS-B-8.0.R7,PE2
7725,RANDE-FED2,CGS-2520-16S-8PC,RANDE,CGS2520-16S,35.0,,E-CGS2520-16S-011429,11429.0,LAN,FED2,E-RANDE-LAN-FED2-011429,,2022-10-20 11:27:20,,,3F465080519B42058DE41C5A76FA2FCC,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)",FED2
7726,RANDE-AP1,AIR-AP1832I-E-K9,RANDE,AP 1832I,49.0,,E-AP 1832I-007700,7700.0,LAN,AP1,E-RANDE-LAN-WAP01-007700,,2022-10-20 11:27:20,,,449D03CA8FFA4A8496024D78A793CDA7,8.5.151.0,AP1
7727,RANDE-CPE1,LBB240,RANDE,RTR OPERE,53.0,,E-RTR OPERE-010006,10006.0,WOP,CPE1,E-RANDE-WOP-CPE1-010006,,2022-10-20 11:27:20,,,5CFC99119F174EDD995FF08AD7277E02,,CPE1
7728,VAISE-FED1,CGS-2520-16S-8PC,VAISE,CGS2520-16S,39.0,,E-CGS2520-16S-010842,10842.0,LAN,FED1,E-VAISE-LAN-FED1-010842,,2022-04-25 16:50:25,,,1A21EFC674D24D3D9B53B827B9A1B9A5,Version 15.2(3)E1,FED1
7729,VAISE-FED2,CGS-2520-16S-8PC,VAISE,CGS2520-16S,53.0,,E-CGS2520-16S-010843,10843.0,LAN,FED2,E-VAISE-LAN-FED2-010843,,2022-04-25 16:50:25,,,4993913BE959481F88AAA6C20E9C0DEE,Version 15.2(3)E1,FED2
7730,VAISE-AP1,AIR-AP1832I-E-K9,VAISE,AP 1832I,67.0,,E-AP 1832I-007439,7439.0,LAN,AP1,E-VAISE-LAN-WAP01-007439,,2022-04-25 16:50:25,,,2EAB6EB322834B01997C4180934A7368,,AP1
7731,TANIN-FED1,CGS-2520-16S-8PC,TANIN,CGS2520-16S,1.0,,E-CGS2520-16S-011812,11812.0,LAN,FED1,E-TANIN-LAN-FED1-011812,,2022-06-17 20:38:54,,,C31B1FD587DB4440BBA924AD98EE431C,Version 15.2(3)E1,FED1
7732,TANIN-CPE1,LBB210,TANIN,RTR OPERE,12.0,,E-RTR OPERE-010216,10216.0,WOP,CPE1,E-TANIN-WOP-CPE1-010216,,2022-06-17 20:38:54,,,F42C7524B8054F2998DC11E070DF3ED9,,CPE1
7733,AULNO-FED2,CGS-2520-16S-8PC,AULNO,CGS2520-16S,14.0,,E-CGS2520-16S-010744,10744.0,LAN,FED2,E-AULNO-LAN-FED2-010744,,2022-01-21 13:52:47,,,86D59812DB6D48BCB9DDC36816DF5332,,FED2
7734,SOYAU-AP1,AIR-AP1832I-E-K9,SOYAU,AP 1832I,15.0,,E-AP 1832I-007780,7780.0,LAN,AP1,E-SOYAU-LAN-WAP01-007780,,2022-06-24 20:29:48,,,CC0B7163E9DD414DB216AB0C31B79B9E,,AP1
7735,SOYAU-OND1,INF-OND-1200,SOYAU,AXILEK-OND230V,19.0,,E-AXILEK-OND230V-004785,4785.0,AES,OND1,E-SOYAU-AES-OND1-004785,,2022-06-24 20:29:48,,,,,OND1
7736,AUZAN-CPE1,LBB250,AUZAN,RTR OPERE,12.0,,E-RTR OPERE-009778,9778.0,WOP,CPE1,E-AUZAN-WOP-CPE1-009778,,2022-07-07 11:49:25,,,77DA6B95960149628E6A183DF94E1293,,CPE1
7737,B.ETO-AP1,AIR-AP1832I-E-K9,B.ETO,AP 1832I,30.0,,E-AP 1832I-007398,7398.0,LAN,AP1,E-B.ETO-LAN-WAP01-007398,,2022-01-21 13:53:52,,,9B1DAC31623F49CCBD7449AD873AD52C,,AP1
7738,B.ETO-OND1,INF-OND-1200,B.ETO,AXILEK-OND230V,34.0,,E-AXILEK-OND230V-004618,4618.0,AES,OND1,E-B.ETO-AES-OND1-004618,,2022-01-21 13:53:52,,,,,OND1
7739,P.SAL-FED1,CGS-2520-16S-8PC,P.SAL,CGS2520-16S,1.0,,E-CGS2520-16S-010858,10858.0,LAN,FED1,E-P.SAL-LAN-FED1-010858,,2022-01-21 14:05:38,,,DACD74379EC14425853C9B525E639BCF,,FED1
7740,P.SAL-CPE1,LBB210,P.SAL,RTR OPERE,12.0,,E-RTR OPERE-009772,9772.0,WOP,CPE1,E-P.SAL-WOP-CPE1-009772,,2022-01-21 14:05:38,,,27EA5C5F8FED449F8EFEBF2099F2E939,,CPE1
7741,PEUPL-FED1,CGS-2520-16S-8PC,PEUPL,CGS2520-16S,1.0,,E-CGS2520-16S-010947,10947.0,LAN,FED1,E-PEUPL-LAN-FED1-010947,,2022-01-21 14:06:39,,,3EFBBF59D40046099A08F9E24A33B1BC,,FED1
7742,HAMBA-AP1,AIR-AP1832I-E-K9,HAMBA,AP 1832I,33.0,,E-AP 1832I-007098,7098.0,LAN,AP1,E-HAMBA-LAN-WAP01-007098,,2022-08-02 13:56:58,,,C9A6E523A79C48D38EE1EDA5C5880273,,AP1
7743,SSGIL-FED1,CGS-2520-16S-8PC,SSGIL,CGS2520-16S,1.0,,E-CGS2520-16S-011687,11687.0,LAN,FED1,E-SSGIL-LAN-FED1-011687,,2022-08-02 14:24:03,,,F958CE6F425340A297EB7C645B408710,Version 15.2(3)E1,FED1
7744,SSSUL-PE1,3HE06791AA,SSSUL,7705SAR-8,1.0,,E-7705SAR-8-010281,10281.0,WPR,PE1,E-SSSUL-WPR-PE1-010281,,2022-09-21 10:45:48,,,936F484156544FBF80A3057A02BB13A0,TiMOS-B-8.0.R7,PE1
7745,ROU.N-RED1,INF-AES-1200,ROU.N,ELTEK-RED48V,22.0,,E-ELTEK-RED48V-067984,67984.0,AES,RED1,E-ROU.N-AES-RED1-067984,,2022-10-20 11:31:48,,,04F66B30FB074EFEACC42081F650B0FE,Eltek ferme dՎnergie (220->48) Eltek Flatpack S 1U Systems 48V (Ref.constructeur : CTOS0301.xxx / OS = 2.5.2sw),RED1
7746,SSGIL-CPE1,LBB240,SSGIL,RTR OPERE,12.0,,E-RTR OPERE-010118,10118.0,WOP,CPE1,E-SSGIL-WOP-CPE1-010118,,2022-08-02 14:24:03,,,332462D029624317A75419307EEC685E,,CPE1
7747,R.GI5-CPE1,LBB210,R.GI5,RTR OPERE,12.0,,E-RTR OPERE-009773,9773.0,WOP,CPE1,E-R.GI5-WOP-CPE1-009773,,2022-01-21 14:08:36,,,9255B90FA54D4D52B5BD28C264B730A7,,CPE1
7748,AULNO-CPE1,LBB210,AULNO,RTR OPERE,27.0,,E-RTR OPERE-009709,9709.0,WOP,CPE1,E-AULNO-WOP-CPE1-009709,,2022-01-21 13:52:47,,,6A63CFE9403D47B6BC332F36290156AF,,CPE1
7749,RIVIE-FED1,CGS-2520-16S-8PC,RIVIE,CGS2520-16S,41.0,,E-CGS2520-16S-007441,7441.0,LAN,FED1,E-RIVIE-LAN-FED1-007441,,2022-04-05 21:37:33,,,F475E431B3434951BFDAF89DEBBA2DB0,Version 15.2(3)E1,FED1
7750,RIVIE-FED2,CGS-2520-16S-8PC,RIVIE,CGS2520-16S,55.0,,E-CGS2520-16S-007442,7442.0,LAN,FED2,E-RIVIE-LAN-FED2-007442,,2022-04-05 21:37:33,,,C0CD05E065D245BAA7A9538C4AF81954,Version 15.2(3)E1,FED2
7751,AULNO-CPE2,LBB140,AULNO,RTR OPERE,28.0,,E-RTR OPERE-009710,9710.0,WOP,CPE2,E-AULNO-WOP-CPE2-009710,,2022-01-21 13:52:47,,,3B35A9CA00404704A2D4A3D013935DB0,,CPE2
7752,CORDE-FED1,CGS-2520-16S-8PC,CORDE,CGS2520-16S,1.0,,E-CGS2520-16S-010884,10884.0,LAN,FED1,E-CORDE-LAN-FED1-010884,,2022-02-09 18:25:15,,,7ED216B97F5240CABA4C548706989904,Version 15.2(3)E1,FED1
7753,CORDE-CPE1,LBB210,CORDE,RTR OPERE,12.0,,E-RTR OPERE-009806,9806.0,WOP,CPE1,E-CORDE-WOP-CPE1-009806,,2022-02-09 18:25:15,,,0307152ABEBB4EBB8834BA54A8269268,,CPE1
7754,SOYAU-OND2,INF-OND-1200,SOYAU,AXILEK-OND230V,20.0,,E-AXILEK-OND230V-004786,4786.0,AES,OND2,E-SOYAU-AES-OND2-004786,,2022-06-24 20:29:48,,,,,OND2
7755,FREVE-FED1,CGS-2520-16S-8PC,FREVE,CGS2520-16S,1.0,,E-CGS2520-16S-010692,10692.0,LAN,FED1,E-FREVE-LAN-FED1-010692,,2022-07-07 14:22:37,,,D876473C766B494B9C69E7B9E9870FEB,Version 15.2(3)E1,FED1
7756,AULNO-MOD1,MODSATX3,AULNO,MODEM SAT,29.0,,E-MODEM SAT-006937,6937.0,WOP,MOD1,E-AULNO-WOP-MOD1-006937,,2022-01-21 13:52:47,,,0EDC1D41C0CC4F2BB5954507B0FBCB62,,MOD1
7757,AULNO-AP1,AIR-AP1832I-E-K9,AULNO,AP 1832I,30.0,,E-AP 1832I-007407,7407.0,LAN,AP1,E-AULNO-LAN-WAP01-007407,,2022-01-21 13:52:47,,,20C7AC12307348FB9AB2550D7BE98CDA,,AP1
7758,SANDR-FED1,CGS-2520-16S-8PC,SANDR,CGS2520-16S,1.0,,E-CGS2520-16S-010893,10893.0,LAN,FED1,E-SANDR-LAN-FED1-010893,,2022-01-21 14:11:42,,,94B18EE8B9BC41FDBD58C9B0C0B2AE2D,,FED1
7759,AVRIM-CPE1,LBB210,AVRIM,RTR OPERE,12.0,,E-RTR OPERE-010298,10298.0,WOP,CPE1,E-AVRIM-WOP-CPE1-010298,,2022-09-12 12:00:52,,,B102E64A8FA34C6DB8C382982789FB52,,CPE1
7760,AVRIM-AP1,AIR-AP1832I-E-K9,AVRIM,AP 1832I,13.0,,E-AP 1832I-007914,7914.0,LAN,AP1,E-AVRIM-LAN-WAP01-007914,,2022-09-12 12:00:52,,,BD3777794AE2449D95A40B621ABD55CA,,AP1
7761,TENAY-FED1,CGS-2520-16S-8PC,TENAY,CGS2520-16S,1.0,,E-CGS2520-16S-010861,10861.0,LAN,FED1,E-TENAY-LAN-FED1-010861,,2022-01-21 14:15:53,,,D9F0ABA5036C417C97379BD53EB62906,,FED1
7762,SSFEN-CPE1,LBB210,SSFEN,RTR OPERE,12.0,,E-RTR OPERE-007910,7910.0,WOP,CPE1,E-SSFEN-WOP-CPE1-007910,,2022-07-20 15:48:04,,,696E339AD8F540BCACB7E1E5A48B525D,,CPE1
7763,SSFEN-AP1,AIR-AP1832I-E-K9,SSFEN,AP 1832I,13.0,,E-AP 1832I-004033,4033.0,LAN,AP1,E-SSFEN-LAN-WAP01-004033,,2022-07-20 15:48:04,,,A9DCBE3BEF3D41DFB0E0E158428942D2,,AP1
7764,MTREA-FED1,CGS-2520-16S-8PC,MTREA,CGS2520-16S,1.0,,E-CGS2520-16S-010865,10865.0,LAN,FED1,E-MTREA-LAN-FED1-010865,,2022-03-01 11:31:06,,,47F667148EBD450EAAD72AD8D2BE6C54,,FED1
7765,MTREA-CPE1,LBB210,MTREA,RTR OPERE,13.0,,E-RTR OPERE-009780,9780.0,WOP,CPE1,E-MTREA-WOP-CPE1-009780,,2022-03-01 11:31:06,,,C0D6704327EA4E13A4604E14FA605CEC,,CPE1
7766,MTREA-AP1,AIR-AP1832I-E-K9,MTREA,AP 1832I,14.0,,E-AP 1832I-007445,7445.0,LAN,AP1,E-MTREA-LAN-WAP01-007445,,2022-03-01 11:31:06,,,29D5AD509240434C9637146A76692E21,,AP1
7767,SSAVE-CPE1,LBB240,SSAVE,RTR OPERE,14.0,,E-RTR OPERE-010259,10259.0,WOP,CPE1,E-SSAVE-WOP-CPE1-010259,,2022-06-03 10:45:40,,,0BC9A84AB2D340DB8520DF7754A4879B,,CPE1
7768,SSAVE-CPE2,LBB240,SSAVE,RTR OPERE,15.0,,E-RTR OPERE-010260,10260.0,WOP,CPE2,E-SSAVE-WOP-CPE2-010260,,2022-06-03 10:45:40,,,5E672A4D867E40758854515DA3E87679,,CPE2
7769,BAZEI-CPE1,LBB240,BAZEI,RTR OPERE,12.0,,E-RTR OPERE-009779,9779.0,WOP,CPE1,E-BAZEI-WOP-CPE1-009779,,2023-03-15 10:34:19,,,575DF6C018C54B9E91C10B0181AF62B3,,CPE1
7770,MTREA-OND1,INF-OND-1200,MTREA,AXILEK-OND230V,18.0,,E-AXILEK-OND230V-004651,4651.0,AES,OND1,E-MTREA-AES-OND1-004651,,2022-03-01 11:31:06,,,,,OND1
7771,CLUS5-MOD1,MRVOS904,CLUS5,MODEM NIVEAU 2,37.0,,E-MODEM NIVEAU 2-002665,2665.0,WOP,MOD1,E-CLUS5-WOP-MOD1-002665,,2022-03-28 15:07:57,,,4A17BE1C7E26413E919833DD12D4BBE2,,MOD1
7772,CLUS5-OND1,INF-OND-1200,CLUS5,AXILEK-OND230V,38.0,,E-AXILEK-OND230V-004393,4393.0,AES,OND1,E-CLUS5-AES-OND1-004393,,2022-03-28 15:07:57,,,,,OND1
7773,BELFR-FED1,CGS-2520-16S-8PC,BELFR,CGS2520-16S,1.0,,E-CGS2520-16S-012262,12262.0,LAN,FED1,E-BELFR-LAN-FED1-012262,,2022-12-02 10:06:20,,,D41F090DD07E4D5DBE5118CAD1FD83D6,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)",FED1
7774,BELFR-CPE1,LBB250,BELFR,RTR OPERE,12.0,,E-RTR OPERE-010553,10553.0,WOP,CPE1,E-BELFR-WOP-CPE1-010553,,2022-12-02 10:06:20,,,03B13E54CF0943B0AF484B9C625D1808,,CPE1
7775,D.FON-PE1,3HE06791AA,D.FON,7705SAR-8,1.0,,E-7705SAR-8-009880,9880.0,WPR,PE1,E-D.FON-WPR-PE1-009880,,2022-07-07 13:29:38,,,CC7D548AC5A24F37B2884FD58DB3E24D,TiMOS-B-8.0.R7,PE1
7776,F.FRA-FED1,CGS-2520-16S-8PC,F.FRA,CGS2520-16S,1.0,,E-CGS2520-16S-010853,10853.0,LAN,FED1,E-F.FRA-LAN-FED1-010853,,2022-07-07 14:11:51,,,5C3D806F81594445BC5D2812D2C5220B,Version 15.2(3)E1,FED1
7777,GONCO-FED1,CGS-2520-16S-8PC,GONCO,CGS2520-16S,1.0,,E-CGS2520-16S-010570,10570.0,LAN,FED1,E-GONCO-LAN-FED1-010570,,2022-07-07 14:46:07,,,8EBCB2F908BA4DBDA8D9D6E306AEE872,Version 15.2(3)E1,FED1
7778,RIVIE-AP1,AIR-AP1832I-E-K9,RIVIE,AP 1832I,69.0,,E-AP 1832I-003415,3415.0,LAN,AP1,E-RIVIE-LAN-WAP01-003415,,2022-04-05 21:37:33,,,34A4ACB6725B4E099A7B4BD88A484100,,AP1
7779,RIVAL-RED2,INF-AES-1200,RIVAL,ELTEK-RED48V,39.0,,E-ELTEK-RED48V-068056,68056.0,AES,RED2,E-RIVAL-AES-RED2-068056,,2022-09-21 10:31:44,,,88E6A09E07C44D43A5AA6C4388D5113B,Eltek ferme dՎnergie (220->48) Eltek Flatpack S 1U Systems 48V (Ref.constructeur : CTOS0301.xxx / OS = 2.5.2sw),RED2
7780,SAIN5-OND1,INF-OND-1200,SAIN5,AXILEK-OND230V,55.0,,E-AXILEK-OND230V-004462,4462.0,AES,OND1,E-SAIN5-AES-OND1-004462,,2021-07-06 10:05:14,,,,,OND1
7781,LOUSL-OND1,INF-OND-1200,LOUSL,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-004656,4656.0,AES,OND1,E-LOUSL-AES-OND1-004656,,2022-03-01 11:24:40,,,,,OND1
7782,MIRIB-PE1,3HE06791AA,MIRIB,7705SAR-8,1.0,,E-7705SAR-8-009955,9955.0,WPR,PE1,E-MIRIB-WPR-PE1-009955,,2022-03-01 11:26:53,,,028730BD05A44A7882B146C68F820F26,,PE1
7783,MOIRA-FED1,CGS-2520-16S-8PC,MOIRA,CGS2520-16S,1.0,,E-CGS2520-16S-011060,11060.0,LAN,FED1,E-MOIRA-LAN-FED1-011060,,2022-03-01 11:28:59,,,506678C7760948418F8EC0CCA6CA224E,,FED1
7784,MOIRA-CPE1,LBB210,MOIRA,RTR OPERE,12.0,,E-RTR OPERE-009882,9882.0,WOP,CPE1,E-MOIRA-WOP-CPE1-009882,,2022-03-01 11:28:59,,,9954FFE1791446289C1D75E361240483,,CPE1
7785,MOIRA-AP1,AIR-AP1832I-E-K9,MOIRA,AP 1832I,13.0,,E-AP 1832I-007545,7545.0,LAN,AP1,E-MOIRA-LAN-WAP01-007545,,2022-03-01 11:28:59,,,A4B1D0DF825247A2BCA037DDD3A30B9D,,AP1
7786,MOIRA-OND1,INF-OND-1200,MOIRA,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-004689,4689.0,AES,OND1,E-MOIRA-AES-OND1-004689,,2022-03-01 11:28:59,,,,,OND1
7787,SSISL-FED1,CGS-2520-16S-8PC,SSISL,CGS2520-16S,1.0,,E-CGS2520-16S-010894,10894.0,LAN,FED1,E-SSISL-LAN-FED1-010894,,2023-03-23 12:29:00,,,65D8A0DDA6AB4F9291294262314FF713,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)",FED1
7788,SSISL-CPE1,LBB240,SSISL,RTR OPERE,12.0,,E-RTR OPERE-009817,9817.0,WOP,CPE1,E-SSISL-WOP-CPE1-009817,,2023-03-23 12:29:00,,,FE04F1E98E6D4CAD805A920CA3FD0477,,CPE1
7789,SSISL-AP1,AIR-AP1832I-E-K9,SSISL,AP 1832I,13.0,,E-AP 1832I-007460,7460.0,LAN,AP1,E-SSISL-LAN-WAP01-007460,,2023-03-23 12:29:00,,,B606E2192F4B4953B3FC4CAC0F9665DF,8.5.151.0,AP1
7790,SSISL-OND1,INF-OND-1200,SSISL,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-004659,4659.0,AES,OND1,E-SSISL-AES-OND1-004659,,2023-03-23 12:29:00,,,,,OND1
7791,BOUCE-CPE1,LBB210,BOUCE,RTR OPERE,12.0,,E-RTR OPERE-009819,9819.0,WOP,CPE1,E-BOUCE-WOP-CPE1-009819,,2021-11-15 14:33:37,,,51FEC38B70FD4875B097F4C156AF32F7,,CPE1
7792,LABAR-FED1,CGS-2520-16S-8PC,LABAR,CGS2520-16S,1.0,,E-CGS2520-16S-010671,10671.0,LAN,FED1,E-LABAR-LAN-FED1-010671,,2022-07-07 15:26:33,,,3D1938337C36430E9F860D5C13081DA6,Version 15.2(3)E1,FED1
7793,LABAR-CPE1,LBB210,LABAR,RTR OPERE,12.0,,E-RTR OPERE-009596,9596.0,WOP,CPE1,E-LABAR-WOP-CPE1-009596,,2022-07-07 15:26:33,,,4E532C87B8AD4421BBFCEC6088B01589,,CPE1
7794,MAULE-FED1,CGS-2520-16S-8PC,MAULE,CGS2520-16S,1.0,,E-CGS2520-16S-010574,10574.0,LAN,FED1,E-MAULE-LAN-FED1-010574,,2022-07-07 16:22:39,,,B1DBF7E95814434B862AA1AE944DE928,Version 15.2(3)E1,FED1
7795,AULNO-OND1,INF-OND-1200,AULNO,AXILEK-OND230V,34.0,,E-AXILEK-OND230V-004609,4609.0,AES,OND1,E-AULNO-AES-OND1-004609,,2022-01-21 13:52:47,,,,,OND1
7796,CORDE-AP1,AIR-AP1832I-E-K9,CORDE,AP 1832I,13.0,,E-AP 1832I-007452,7452.0,LAN,AP1,E-CORDE-LAN-WAP01-007452,,2022-02-09 18:25:15,,,BDD369882EAD4500B5F6E9A367043528,,AP1
7797,CORDE-OND1,INF-OND-1200,CORDE,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-004653,4653.0,AES,OND1,E-CORDE-AES-OND1-004653,,2022-02-09 18:25:15,,,,,OND1
7798,MOISY-FED1,CGS-2520-16S-8PC,MOISY,CGS2520-16S,1.0,,E-CGS2520-16S-010946,10946.0,LAN,FED1,E-MOISY-LAN-FED1-010946,,2022-01-21 14:04:40,,,FCDC410C69054265A4F8D15E75A81DE1,,FED1
7799,SABLE-PE1,3HE06791AA,SABLE,7705SAR-8,1.0,,E-7705SAR-8-010115,10115.0,WPR,PE1,E-SABLE-WPR-PE1-010115,,2022-09-21 10:37:23,,,A4A35C5E00AB49F2BCA74F3FB8F730FA,TiMOS-B-8.0.R7,PE1
7800,SABLE-FED1,CGS-2520-16S-8PC,SABLE,CGS2520-16S,19.0,,E-CGS2520-16S-011685,11685.0,LAN,FED1,E-SABLE-LAN-FED1-011685,,2022-09-21 10:37:23,,,B2D98FBA6C2441E5800D6BAE095BD7DF,Version 15.2(3)E1,FED1
7801,MOISY-CPE1,LBB210,MOISY,RTR OPERE,12.0,,E-RTR OPERE-009864,9864.0,WOP,CPE1,E-MOISY-WOP-CPE1-009864,,2022-01-21 14:04:40,,,6599CD5291454946914CD5F4A228954F,,CPE1
7802,SANDR-CPE1,LBB210,SANDR,RTR OPERE,12.0,,E-RTR OPERE-009816,9816.0,WOP,CPE1,E-SANDR-WOP-CPE1-009816,,2022-01-21 14:11:42,,,6A17C8D136F749D683992B1E7CF0B28D,,CPE1
7803,SOULO-CPE1,LBB210,SOULO,RTR OPERE,12.0,,E-RTR OPERE-009891,9891.0,WOP,CPE1,E-SOULO-WOP-CPE1-009891,,2022-01-21 14:12:45,,,5BB2E23D311F4F60829B10E5F7B34523,,CPE1
7804,BOUCE-AP1,AIR-AP1832I-E-K9,BOUCE,AP 1832I,13.0,,E-AP 1832I-007464,7464.0,LAN,AP1,E-BOUCE-LAN-WAP01-007464,,2021-11-15 14:33:37,,,BC6BD3D0C3CE42EFB28E891DA638C75D,,AP1
7805,BOUCE-OND1,INF-OND-1200,BOUCE,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-004661,4661.0,AES,OND1,E-BOUCE-AES-OND1-004661,,2021-11-15 14:33:37,,,,,OND1
7806,CZTRY-FED2,CGS-2520-16S-8PC,CZTRY,CGS2520-16S,54.0,,E-CGS2520-16S-010734,10734.0,LAN,FED2,E-CZTRY-LAN-FED2-010734,,2021-11-15 14:40:02,,,D1D2F10003014C778DCA384D20B4FAD5,Version 15.2(3)E1,FED2
